event_id,status,event_date,collected_date,market,ticker,company_name,event_group,event_title,importance_1_5,score_action,score_adjustment,reason,source_name,source_url,next_check,checked_by,notes
JPX-IPO-543A-2026-04-01,collected,2026-04-01,2026-05-18,JP,543A.T,ARCHION Corporation,IPO・新規上場,JPX new listing: ARCHION Corporation (Prime),2,情報のみ,0,テクニカル上場のため投資テーマ確認扱い,JPX New Listings,https://www.jpx.co.jp/english/listing/stocks/new/index.html,会社サイト、上場概要、業種、公開価格、初値、上場後出来高を確認,system,approval_date=2026-03-02; segment=Prime; parsed_context=- - 100
JPX-IPO-544A-2026-04-01,collected,2026-04-01,2026-05-18,JP,544A.T,"GMS Group Co.,Ltd.",IPO・新規上場,"JPX new listing: GMS Group Co.,Ltd. (Prime)",2,情報のみ,0,テクニカル上場のため投資テーマ確認扱い,JPX New Listings,https://www.jpx.co.jp/english/listing/stocks/new/index.html,会社サイト、上場概要、業種、公開価格、初値、上場後出来高を確認,system,approval_date=2026-03-02; segment=Prime; parsed_context=- - 100
JPX-IPO-545A-2026-04-01,collected,2026-04-01,2026-05-18,JP,545A.T,"Toranvia Co.,Ltd.",IPO・新規上場,"JPX new listing: Toranvia Co.,Ltd. (Prime)",2,情報のみ,0,テクニカル上場のため投資テーマ確認扱い,JPX New Listings,https://www.jpx.co.jp/english/listing/stocks/new/index.html,会社サイト、上場概要、業種、公開価格、初値、上場後出来高を確認,system,approval_date=2026-03-02; segment=Prime; parsed_context=- - 100
JPX-IPO-546A-2026-04-01,collected,2026-04-01,2026-05-18,JP,546A.T,"MIRAINI HOLDINGS CO.,LTD.",IPO・新規上場,"JPX new listing: MIRAINI HOLDINGS CO.,LTD. (Prime)",2,情報のみ,0,テクニカル上場のため投資テーマ確認扱い,JPX New Listings,https://www.jpx.co.jp/english/listing/stocks/new/index.html,会社サイト、上場概要、業種、公開価格、初値、上場後出来高を確認,system,approval_date=2026-03-02; segment=Prime; parsed_context=- - 100
JPX-IPO-547A-2026-04-01,collected,2026-04-01,2026-05-18,JP,547A.T,Muninova Holdings Inc.,IPO・新規上場,JPX new listing: Muninova Holdings Inc. (Prime),2,情報のみ,0,テクニカル上場のため投資テーマ確認扱い,JPX New Listings,https://www.jpx.co.jp/english/listing/stocks/new/index.html,会社サイト、上場概要、業種、公開価格、初値、上場後出来高を確認,system,approval_date=2026-03-02; segment=Prime; parsed_context=- - 100
JPX-IPO-523A-2026-03-27,collected,2026-03-27,2026-05-18,JP,523A.T,"SEIWA HOLDINGS Co.,Ltd.",IPO・新規上場,"JPX new listing: SEIWA HOLDINGS Co.,Ltd. (Growth)",3,情報のみ,0,新規上場イベント。既存NISA候補への直接加点はしない,JPX New Listings,https://www.jpx.co.jp/english/listing/stocks/new/index.html,会社サイト、上場概要、業種、公開価格、初値、上場後出来高を確認,system,"approval_date=2026-02-20; segment=Growth; parsed_context=1,230-1,250 3,720 100"
JPX-IPO-519A-2026-03-25,collected,2026-03-25,2026-05-18,JP,519A.T,Basic Inc.,IPO・新規上場,JPX new listing: Basic Inc. (Growth),3,情報のみ,0,新規上場イベント。既存NISA候補への直接加点はしない,JPX New Listings,https://www.jpx.co.jp/english/listing/stocks/new/index.html,会社サイト、上場概要、業種、公開価格、初値、上場後出来高を確認,system,approval_date=2026-02-17; segment=Growth; parsed_context=830-870 900 100
JPX-IPO-520A-2026-03-25,collected,2026-03-25,2026-05-18,JP,520A.T,"J-Pharma Co.,Ltd.",IPO・新規上場,"JPX new listing: J-Pharma Co.,Ltd. (Growth)",3,情報のみ,0,新規上場イベント。既存NISA候補への直接加点はしない,JPX New Listings,https://www.jpx.co.jp/english/listing/stocks/new/index.html,会社サイト、上場概要、業種、公開価格、初値、上場後出来高を確認,system,"approval_date=2026-02-19; segment=Growth; parsed_context=840-900 3,240 100"
JPX-IPO-505A-2026-02-27,collected,2026-02-27,2026-05-18,JP,505A.T,"Geekly,Inc.",IPO・新規上場,"JPX new listing: Geekly,Inc. (Standard)",3,情報のみ,0,新規上場イベント。既存NISA候補への直接加点はしない,JPX New Listings,https://www.jpx.co.jp/english/listing/stocks/new/index.html,会社サイト、上場概要、業種、公開価格、初値、上場後出来高を確認,system,"approval_date=2026-01-22; segment=Standard; parsed_context=1,880-1,900 - 100"
JPX-IPO-504A-2026-02-24,collected,2026-02-24,2026-05-18,JP,504A.T,Innovacell Inc.,IPO・新規上場,JPX new listing: Innovacell Inc. (Growth),3,情報のみ,0,新規上場イベント。既存NISA候補への直接加点はしない,JPX New Listings,https://www.jpx.co.jp/english/listing/stocks/new/index.html,会社サイト、上場概要、業種、公開価格、初値、上場後出来高を確認,system,"approval_date=2026-01-19; segment=Growth; parsed_context=1,290-1,350 8,400 100"
JPX-IPO-500A-2026-02-13,collected,2026-02-13,2026-05-18,JP,500A.T,"TO Books,Inc.",IPO・新規上場,"JPX new listing: TO Books,Inc. (Standard)",3,情報のみ,0,新規上場イベント。既存NISA候補への直接加点はしない,JPX New Listings,https://www.jpx.co.jp/english/listing/stocks/new/index.html,会社サイト、上場概要、業種、公開価格、初値、上場後出来高を確認,system,"approval_date=2026-01-09; segment=Standard; parsed_context=3,810-3,910 486.7 100"
