updated_at,ticker,indicator_source,series_type,industry,month,indicator_mom_pct,indicator_yoy_pct,same_month_stock_return_pct,stock_return_1m_after_pct,stock_return_3m_after_pct
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2018-11,4.217,0,-7.882,10.205,14.661
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2018-12,-11.561,0,10.205,6.308,26.971
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-01,-4.031,-23.855,6.308,-2.13,-2.967
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-02,15.437,-1.644,-2.13,22.037,15.235
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-03,-6.981,-20.771,22.037,-18.758,35.987
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-04,-10.994,-31.489,-18.758,16.229,71.109
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-05,19.596,-10.885,16.229,44.013,61.046
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-06,-5.859,-8.846,44.013,2.225,15.808
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-07,1.582,-11.974,2.225,9.393,22.566
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-08,-0.519,-29.455,9.393,3.56,29.005
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-09,6.159,-12.024,3.56,8.19,18.706
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-10,4.818,7.028,8.19,15.14,-8.131
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-11,-9.287,-6.84,15.14,-4.708,-29.545
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-12,16.443,22.658,-4.708,-16.269,-10.221
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-01,-4.352,22.247,-16.269,-11.699,8.24
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-02,-9.471,-4.13,-11.699,21.429,41.014
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-03,-12.205,-9.514,21.429,0.949,8.159
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-04,25.35,27.435,0.949,15.038,-4.699
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-05,-4.287,1.986,15.038,-6.863,-16.83
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-06,3.311,11.92,-6.863,-11.053,5.789
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-07,-2.356,7.58,-11.053,0.394,43.195
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-08,-18.05,-11.378,0.394,18.468,51.866
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-09,8.834,-9.145,18.468,20.398,37.479
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-10,8.874,-5.629,20.398,6.474,20.523
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-11,9.145,13.547,6.474,7.245,25.226
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-12,0.273,-2.22,7.245,5.549,25.211
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-01,10.536,12.999,5.549,10.629,13.029
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-02,8.71,35.692,10.629,7.231,3.409
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-03,-16.856,28.505,7.231,-4.721,-7.418
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-04,21.364,24.418,-4.721,1.213,-3.741
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-05,-12.06,14.314,1.213,-3.996,0.2
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-06,11.755,23.657,-3.996,-0.937,-2.914
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-07,1.296,28.282,-0.937,5.357,4.937
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-08,2.408,60.306,5.357,-6.979,8.674
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-09,-1.029,45.779,-6.979,7.074,2.572
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-10,1.856,36.382,7.074,9.109,-9.209
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-11,18.149,47.632,9.109,-12.202,-11.284
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-12,-12.832,28.338,-12.202,-5.225,-6.061
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-01,-4.105,11.339,-5.225,6.615,-1.874
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-02,-1.181,1.209,6.615,-7.032,-24.922
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-03,6.721,29.909,-7.032,-1.001,-12.681
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-04,-5.948,0.674,-1.001,-18.427,-10.112
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-05,4.911,20.102,-18.427,8.127,-7.713
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-06,10.071,18.293,8.127,1.911,0.127
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-07,0.064,16.855,1.911,-16.25,14.125
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-08,23.567,40.999,-16.25,17.313,26.567
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-09,5.159,49.814,17.313,16.158,17.048
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-10,-20.515,16.91,16.158,-7.119,18.401
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-11,-4.988,-5.984,-7.119,8.491,43.396
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-12,-0.919,6.865,8.491,17.5,14.565
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-01,-30.132,-22.14,17.5,12.488,65.68
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-02,28.152,0.971,12.488,-13.322,57.484
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-03,9.985,4.059,-13.322,69.924,85.247
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-04,-17.35,-8.557,69.924,6.924,2.233
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-05,5.126,-8.369,6.924,1.958,-12.668
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-06,7.508,-10.503,1.958,-6.223,-21.844
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-07,-11.303,-20.67,-6.223,-8.662,2.261
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-08,0,-35.8,-8.662,-8.754,14.733
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-09,5.601,-35.53,-8.754,22.7,52.634
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-10,-7.917,-25.312,22.7,2.478,47.618
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-11,6.26,-16.47,2.478,21.388,41.609
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-12,6.441,-10.265,21.388,18.667,-14.202
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-01,6.79,37.156,18.667,-1.693,-23.111
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-02,-10.988,-4.734,-1.693,-26.454,-5.417
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-03,24.689,8.003,-26.454,6.345,20.677
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-04,22.167,59.642,6.345,20.93,24.995
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-05,-22.681,17.415,20.93,-6.163,4.918
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-06,-15.425,-7.631,-6.163,10.151,51.733
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-07,18.316,23.214,10.151,1.506,24.078
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-08,2.24,25.974,1.506,35.707,36.449
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-09,-19.394,-3.843,35.707,-9.926,-5.345
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-10,53.957,60.768,-9.926,11.626,-1.505
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-11,-12.15,32.914,11.626,-5.86,-29.637
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-12,-0.768,23.911,-5.86,-6.271,-32.29
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-01,-26.027,-14.167,-6.271,-20.256,-9.229
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-02,23.027,18.634,-20.256,-9.41,64.632
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-03,4.516,-0.56,-9.41,25.652,76.531
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-04,-3.882,-21.764,25.652,44.631,58.477
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-05,-2.28,-1.121,44.631,-2.863,37.494
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-06,2.333,19.641,-2.863,12.802,123.527
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-07,-10.749,-9.75,12.802,25.482,76.231
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-08,2.19,-9.794,25.482,57.918,34.027
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-09,12.714,26.139,57.918,-11.065,10.244
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-10,-1.458,-19.263,-11.065,-4.569,30.498
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-11,11.125,2.128,-4.569,29.896,3.54
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-12,-6.944,-4.229,29.896,5.273,10.802
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2026-01,-15.299,9.662,5.273,-24.283,-2.607
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2026-02,9.031,-2.814,-24.283,39.006,24.397
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2026-03,5.185,-2.192,39.006,-7.466,
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2018-05,3.696,0,0,14.558,3.683
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2018-06,-2.908,0,14.558,0.756,-21.293
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2018-07,0.193,0,0.756,-10.173,-8.559
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2018-08,0.386,0,-10.173,-13.038,-6.226
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2018-09,-8.549,0,-13.038,17.059,18.837
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2018-10,17.332,0,17.059,-7.882,7.923
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2018-11,-6.804,0,-7.882,10.205,14.661
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2018-12,-1.249,0,10.205,6.308,26.971
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2019-01,0.195,2.59,6.308,-2.13,-2.967
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2019-02,-1.553,2.424,-2.13,22.037,15.235
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2019-03,0.69,0.098,22.037,-18.758,35.987
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2019-04,-4.114,-4.767,-18.758,16.229,71.109
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2019-05,0.511,-7.692,16.229,44.013,61.046
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2019-06,0.203,-4.734,44.013,2.225,15.808
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2019-07,0.507,-4.436,2.225,9.393,22.566
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2019-08,5.247,0.192,9.393,3.56,29.005
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2019-09,-4.602,4.517,3.56,8.19,18.706
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2019-10,1.407,-9.669,8.19,15.14,-8.131
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2019-11,-0.099,-3.17,15.14,-4.708,-29.545
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2019-12,0.198,-1.751,-4.708,-16.269,-10.221
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2020-01,-5.248,-7.087,-16.269,-11.699,8.24
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2020-02,1.985,-3.748,-11.699,21.429,41.014
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2020-03,4.201,-0.392,21.429,0.949,8.159
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2020-04,-2.065,1.736,0.949,15.038,-4.699
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2020-05,-2.41,-1.22,15.038,-6.863,-16.83
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2020-06,-3.395,-4.767,-6.863,-11.053,5.789
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2020-07,5.644,0.101,-11.053,0.394,43.195
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2020-08,0,-4.89,0.394,18.468,51.866
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2020-09,5.343,5.025,18.468,20.398,37.479
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2020-10,-3.445,0,20.398,6.474,20.523
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2020-11,1.784,1.885,6.474,7.245,25.226
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2020-12,0.876,2.574,7.245,5.549,25.211
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2021-01,7.143,15.987,5.549,10.629,13.029
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2021-02,-2.252,11.168,10.629,7.231,3.409
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2021-03,-0.553,6.096,7.231,-4.721,-7.418
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2021-04,4.819,13.554,-4.721,1.213,-3.741
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2021-05,-1.592,14.506,1.213,-3.996,0.2
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2021-06,-0.629,17.785,-3.996,-0.937,-2.914
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2021-07,0.452,11.996,-0.937,5.357,4.937
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2021-08,-3.78,7.762,5.357,-6.979,8.674
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2021-09,-0.748,1.531,-6.979,7.074,2.572
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2021-10,0.566,5.748,7.074,9.109,-9.209
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2021-11,4.967,9.056,9.109,-12.202,-11.284
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2021-12,1.429,9.653,-12.202,-5.225,-6.061
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2022-01,-0.264,2.072,-5.225,6.615,-1.874
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2022-02,1.412,5.899,6.615,-7.032,-24.922
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2022-03,-2.785,3.522,-7.032,-1.001,-12.681
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2022-04,-3.044,-4.244,-1.001,-18.427,-10.112
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2022-05,1.016,-1.707,-18.427,8.127,-7.713
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2022-06,1.097,0,8.127,1.911,0.127
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2022-07,0.271,-0.18,1.911,-16.25,14.125
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2022-08,-1.082,2.619,-16.25,17.313,26.567
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2022-09,-2.279,1.037,17.313,16.158,17.048
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2022-10,0.466,0.937,16.158,-7.119,18.401
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2022-11,-5.014,-8.661,-7.119,8.491,43.396
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2022-12,-1.075,-10.915,8.491,17.5,14.565
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2023-01,-3.162,-13.504,17.5,12.488,65.68
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2023-02,2.857,-12.272,12.488,-13.322,57.484
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2023-03,-3.274,-12.713,-13.322,69.924,85.247
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2023-04,2.462,-7.756,69.924,6.924,2.233
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2023-05,-1.301,-9.872,6.924,1.958,-12.668
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2023-06,4.564,-6.781,1.958,-6.223,-21.844
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2023-07,-8.729,-15.149,-6.223,-8.662,2.261
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2023-08,6.376,-8.751,-8.662,-8.754,14.733
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2023-09,-1.499,-8.022,-8.754,22.7,52.634
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2023-10,1.42,-7.149,22.7,2.478,47.618
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2023-11,0.1,-2.151,2.478,21.388,41.609
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2023-12,-0.5,-1.581,21.388,18.667,-14.202
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2024-01,-1.406,0.204,18.667,-1.693,-23.111
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2024-02,-2.749,-5.258,-1.693,-26.454,-5.417
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2024-03,6.911,4.718,-26.454,6.345,20.677
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2024-04,-0.881,1.301,6.345,20.93,24.995
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2024-05,0.296,2.941,20.93,-6.163,4.918
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2024-06,-3.645,-5.141,-6.163,10.151,51.733
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2024-07,4.908,9.033,10.151,1.506,24.078
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2024-08,-0.78,1.698,1.506,35.707,36.449
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2024-09,1.473,4.767,35.707,-9.926,-5.345
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2024-10,-5.227,-2.1,-9.926,11.626,-1.505
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2024-11,0.715,-1.499,11.626,-5.86,-29.637
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2024-12,-1.217,-2.209,-5.86,-6.271,-32.29
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2025-01,-0.513,-1.324,-6.271,-20.256,-9.229
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2025-02,4.128,5.654,-20.256,-9.41,64.632
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2025-03,0.099,-1.077,-9.41,25.652,76.531
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2025-04,13.96,13.735,25.652,44.631,58.477
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2025-05,-13.901,-2.365,44.631,-2.863,37.494
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2025-06,2.523,3.885,-2.863,12.802,123.527
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2025-07,3.937,2.924,12.802,25.482,76.231
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2025-08,-0.663,3.045,25.482,57.918,34.027
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2025-09,0.572,2.13,57.918,-11.065,10.244
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2025-10,0.948,8.784,-11.065,-4.569,30.498
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2025-11,-4.319,3.347,-4.569,29.896,3.54
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2025-12,6.477,11.396,29.896,5.273,10.802
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2026-01,5.991,18.679,5.273,-24.283,-2.607
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2026-02,-9.304,3.37,-24.283,39.006,24.397
2026/05/20 01:43,6857.T,METI,出荷,電子部品・デバイス工業,2026-03,1.438,4.752,39.006,-7.466,
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2018-05,1.868,0,0,-5.749,-6.942
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2018-06,-1.158,0,-5.749,-4.53,-7.542
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2018-07,0.391,0,-4.53,3.42,4.056
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2018-08,0.778,0,3.42,-6.357,0.333
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2018-09,-3.185,0,-6.357,7.446,2.984
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2018-10,2.692,0,7.446,-0.28,-14.191
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2018-11,0.194,0,-0.28,-3.883,-9.607
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2018-12,0,0,-3.883,-10.473,-4.705
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2019-01,2.519,3.624,-10.473,5.048,9.679
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2019-02,-2.079,0,5.048,1.328,5.596
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2019-03,-1.062,-1.062,1.328,3.04,9.177
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2019-04,1.171,1.967,3.04,1.137,4.873
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2019-05,-0.675,-0.579,1.137,4.764,9.208
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2019-06,0.874,1.465,4.764,-1.022,5.238
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2019-07,-1.347,-0.292,-1.022,5.318,-5.834
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2019-08,1.854,0.772,5.318,0.956,-11.029
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2019-09,0.67,4.786,0.956,-11.435,-12.357
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2019-10,-3.996,-2.039,-11.435,-0.493,-0.658
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2019-11,1.388,-0.872,-0.493,-0.551,10.771
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2019-12,0.098,-0.775,-0.551,0.388,6.15
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2020-01,-0.684,-3.875,0.388,10.955,1.38
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2020-02,-2.065,-3.861,10.955,-4.7,-10.868
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2020-03,1.707,-1.171,-4.7,-4.123,-0.626
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2020-04,-0.494,-2.797,-4.123,-2.45,7.567
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2020-05,0.198,-1.942,-2.45,6.25,20.48
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2020-06,-2.772,-5.486,6.25,3.782,10.163
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2020-07,3.564,-0.78,3.782,9.261,10.349
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2020-08,-2.262,-4.789,9.261,-2.849,8.268
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2020-09,0,-5.423,-2.849,3.957,17.902
2026/05/20 01:43,2802.T,METI,生産,食料品・たばこ工業,2020-10,0.201,-1.288,3.957,7.2,-2.82
