updated_at,ticker,company,required,source_file,source_row,metric_columns,metric_values,use_decision
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,231_top10_official_two_earnings_input.csv,14,period_type / period / sales_million_yen / sales_yoy_pct / profit_metric / profit_million_yen / profit_yoy_pct / net_profit_million_yen / net_profit_yoy_pct / eps_yen / prior_eps_yen / eps_yoy_calc_pct,period_type=最新 / period=2026年3月期 / sales_million_yen=13512912 / sales_yoy_pct=3.6 / profit_metric=経常利益 / profit_million_yen=2912738 / profit_yoy_pct=24.1 / net_profit_million_yen=2117610 / net_profit_yoy_pct=21.8 / eps_yen=181.68 / prior_eps_yen=145.41 / eps_yoy_calc_pct=24.9,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,231_top10_official_two_earnings_input.csv,15,period_type / period / sales_million_yen / sales_yoy_pct / profit_metric / profit_million_yen / profit_yoy_pct / net_profit_million_yen / net_profit_yoy_pct / eps_yen / prior_eps_yen / eps_yoy_calc_pct,period_type=1つ前 / period=2026年3月期3Q / sales_million_yen=10643805 / sales_yoy_pct=3.6 / profit_metric=経常利益 / profit_million_yen=2509250 / profit_yoy_pct=3.6 / net_profit_million_yen=1813508 / net_profit_yoy_pct=3.7 / eps_yen=158.89 / prior_eps_yen=149.85 / eps_yoy_calc_pct=6,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,231_top10_official_two_earnings_input.csv,20,period_type / period / sales_million_yen / sales_yoy_pct / profit_metric / profit_million_yen / profit_yoy_pct / net_profit_million_yen / net_profit_yoy_pct / eps_yen / prior_eps_yen / eps_yoy_calc_pct,period_type=最新 / period=2026年3月期 / sales_million_yen=431965 / sales_yoy_pct=36.4 / profit_metric=営業利益 / profit_million_yen=166189 / profit_yoy_pct=47.6 / net_profit_million_yen=117169 / net_profit_yoy_pct=36 / eps_yen=1082.34 / prior_eps_yen=795.78 / eps_yoy_calc_pct=36,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,231_top10_official_two_earnings_input.csv,21,period_type / period / sales_million_yen / sales_yoy_pct / profit_metric / profit_million_yen / profit_yoy_pct / net_profit_million_yen / net_profit_yoy_pct / eps_yen / prior_eps_yen / eps_yoy_calc_pct,period_type=1つ前 / period=2026年3月期3Q / sales_million_yen=331485 / sales_yoy_pct=48.4 / profit_metric=営業利益 / profit_million_yen=129788 / profit_yoy_pct=58.3 / net_profit_million_yen=91247 / net_profit_yoy_pct=45.7 / eps_yen=843.05 / prior_eps_yen=578.56 / eps_yoy_calc_pct=45.7,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,232_top10_official_trend_check.csv,8,latest_period / previous_period / latest_sales_yoy_pct / previous_sales_yoy_pct / sales_yoy_change_pt / latest_profit_metric / latest_profit_yoy_pct / previous_profit_yoy_pct / profit_yoy_change_pt / latest_eps_yoy_calc_pct / previous_eps_yoy_calc_pct / eps_yoy_change_pt,latest_period=2026年3月期 / previous_period=2026年3月期3Q / latest_sales_yoy_pct=3.6 / previous_sales_yoy_pct=3.6 / sales_yoy_change_pt=0 / latest_profit_metric=経常利益 / latest_profit_yoy_pct=24.1 / previous_profit_yoy_pct=3.6 / profit_yoy_change_pt=20.5 / latest_eps_yoy_calc_pct=24.9 / previous_eps_yoy_calc_pct=6 / eps_yoy_change_pt=18.9,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,232_top10_official_trend_check.csv,11,latest_period / previous_period / latest_sales_yoy_pct / previous_sales_yoy_pct / sales_yoy_change_pt / latest_profit_metric / latest_profit_yoy_pct / previous_profit_yoy_pct / profit_yoy_change_pt / latest_eps_yoy_calc_pct / previous_eps_yoy_calc_pct / eps_yoy_change_pt,latest_period=2026年3月期 / previous_period=2026年3月期3Q / latest_sales_yoy_pct=36.4 / previous_sales_yoy_pct=48.4 / sales_yoy_change_pt=-12 / latest_profit_metric=営業利益 / latest_profit_yoy_pct=47.6 / previous_profit_yoy_pct=58.3 / profit_yoy_change_pt=-10.7 / latest_eps_yoy_calc_pct=36 / previous_eps_yoy_calc_pct=45.7 / eps_yoy_change_pt=-9.7,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,233_top10_test_priority_score.csv,5,sales_yoy_pct / profit_metric / profit_yoy_pct / eps_yoy_calc_pct / pbr / roe_pct,sales_yoy_pct=36.4 / profit_metric=営業利益 / profit_yoy_pct=47.6 / eps_yoy_calc_pct=36 / pbr=12.32 / roe_pct=25.15,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,233_top10_test_priority_score.csv,6,sales_yoy_pct / profit_metric / profit_yoy_pct / eps_yoy_calc_pct / pbr / roe_pct,sales_yoy_pct=3.6 / profit_metric=経常利益 / profit_yoy_pct=24.1 / eps_yoy_calc_pct=24.9 / pbr=1.56 / roe_pct=11.34,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,234_top10_official_source_status.csv,14,period_type,period_type=最新,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,234_top10_official_source_status.csv,15,period_type,period_type=1つ前,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,234_top10_official_source_status.csv,20,period_type,period_type=最新,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,234_top10_official_source_status.csv,21,period_type,period_type=1つ前,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,236_top10_earnings_reaction_detail.csv,14,period_type / period,period_type=最新 / period=2026年3月期,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,236_top10_earnings_reaction_detail.csv,15,period_type / period,period_type=1つ前 / period=2026年3月期3Q,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,236_top10_earnings_reaction_detail.csv,20,period_type / period,period_type=最新 / period=2026年3月期,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,236_top10_earnings_reaction_detail.csv,21,period_type / period,period_type=1つ前 / period=2026年3月期3Q,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,243_june_test_triage_from_top20.csv,9,pbr / roe_pct,pbr=1.56 / roe_pct=11.34,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,243_june_test_triage_from_top20.csv,12,pbr / roe_pct,pbr=12.32 / roe_pct=25.15,要確認
2026/05/26 17:46,4385.T,メルカリ,PER,245_nisa_1year_hold_score_top20.csv,2,growth_quality_score / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=75.8 / pbr=5.79 / roe_pct=30.52 / revenue_yoy_pct=2.8 / profit_yoy_pct=59.2,要確認
2026/05/26 17:46,2802.T,味の素,同業中央値,245_nisa_1year_hold_score_top20.csv,3,growth_quality_score / per / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=69.6 / per=43.73 / pbr=6.81 / roe_pct=17.75 / revenue_yoy_pct=3.5 / profit_yoy_pct=75,要確認
2026/05/26 17:46,5020.T,ENEOS HD,同業中央値,245_nisa_1year_hold_score_top20.csv,5,growth_quality_score / per / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=52.8 / per=8.36 / pbr=1.03 / roe_pct=8.00 / revenue_yoy_pct=-4.5 / profit_yoy_pct=339.8,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,245_nisa_1year_hold_score_top20.csv,6,growth_quality_score / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=48.3 / pbr=1.56 / roe_pct=11.34 / revenue_yoy_pct=7.3 / profit_yoy_pct=27.7,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,245_nisa_1year_hold_score_top20.csv,7,growth_quality_score / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=55.8 / pbr=12.32 / roe_pct=25.15 / revenue_yoy_pct=11.1 / profit_yoy_pct=10.9,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,256_qualitative_numeric_gate_bridge.csv,6,performance_status,performance_status=取得,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,256_qualitative_numeric_gate_bridge.csv,9,performance_status,performance_status=取得,要確認
2026/05/26 17:46,2802.T,味の素,同業中央値,256_qualitative_numeric_gate_bridge.csv,17,performance_status,performance_status=取得失敗: HTTP 500,要確認
2026/05/26 17:46,5020.T,ENEOS HD,同業中央値,256_qualitative_numeric_gate_bridge.csv,22,performance_status,performance_status=取得失敗: HTTP 500,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,258_qualitative_nisa_connection_trial.csv,4,growth_quality_score / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=59.9 / pbr=12.32 / roe_pct=25.15 / revenue_yoy_pct=11.1 / profit_yoy_pct=10.9,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,258_qualitative_nisa_connection_trial.csv,6,growth_quality_score / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=46 / pbr=1.56 / roe_pct=11.34 / revenue_yoy_pct=7.3 / profit_yoy_pct=27.7,要確認
2026/05/26 17:46,4385.T,メルカリ,PER,274_top20_completion_recalculated_candidates.csv,2,growth_quality_score / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=75.8 / pbr=5.79 / roe_pct=30.52 / revenue_yoy_pct=2.8 / profit_yoy_pct=59.2,要確認
2026/05/26 17:46,2802.T,味の素,同業中央値,274_top20_completion_recalculated_candidates.csv,3,growth_quality_score / per / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=69.6 / per=43.73 / pbr=6.81 / roe_pct=17.75 / revenue_yoy_pct=3.5 / profit_yoy_pct=75,要確認
2026/05/26 17:46,5020.T,ENEOS HD,同業中央値,274_top20_completion_recalculated_candidates.csv,5,growth_quality_score / per / pbr / roe_pct / dividend_yield_pct / revenue_yoy_pct / profit_yoy_pct / profit_metric / latest_period,growth_quality_score=52.8 / per=8.36 / pbr=1.03 / roe_pct=8.00 / dividend_yield_pct=2.64 / revenue_yoy_pct=-4.5 / profit_yoy_pct=339.8 / profit_metric=営業利益 / latest_period=2026年3月期,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,274_top20_completion_recalculated_candidates.csv,6,growth_quality_score / pbr / roe_pct / dividend_yield_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=48.3 / pbr=1.56 / roe_pct=11.34 / dividend_yield_pct=3.11 / revenue_yoy_pct=7.3 / profit_yoy_pct=27.7,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,274_top20_completion_recalculated_candidates.csv,7,growth_quality_score / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=55.8 / pbr=12.32 / roe_pct=25.15 / revenue_yoy_pct=11.1 / profit_yoy_pct=10.9,要確認
2026/05/26 17:46,4385.T,メルカリ,PER,277_nisa_test_10_candidate_plan.csv,2,growth_quality_score / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=75.8 / pbr=5.79 / roe_pct=30.52 / revenue_yoy_pct=2.8 / profit_yoy_pct=59.2,要確認
2026/05/26 17:46,2802.T,味の素,同業中央値,277_nisa_test_10_candidate_plan.csv,3,growth_quality_score / per / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=69.6 / per=43.73 / pbr=6.81 / roe_pct=17.75 / revenue_yoy_pct=3.5 / profit_yoy_pct=75,要確認
2026/05/26 17:46,5020.T,ENEOS HD,同業中央値,277_nisa_test_10_candidate_plan.csv,5,growth_quality_score / per / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=52.8 / per=8.36 / pbr=1.03 / roe_pct=8.00 / revenue_yoy_pct=-4.5 / profit_yoy_pct=339.8,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,277_nisa_test_10_candidate_plan.csv,6,growth_quality_score / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=48.3 / pbr=1.56 / roe_pct=11.34 / revenue_yoy_pct=7.3 / profit_yoy_pct=27.7,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,277_nisa_test_10_candidate_plan.csv,7,growth_quality_score / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=55.8 / pbr=12.32 / roe_pct=25.15 / revenue_yoy_pct=11.1 / profit_yoy_pct=10.9,要確認
2026/05/26 17:46,4385.T,メルカリ,PER,280_nisa_test_10_candidate_plan_reaction_updated.csv,2,growth_quality_score / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=75.8 / pbr=5.79 / roe_pct=30.52 / revenue_yoy_pct=2.8 / profit_yoy_pct=59.2,要確認
2026/05/26 17:46,2802.T,味の素,同業中央値,280_nisa_test_10_candidate_plan_reaction_updated.csv,3,growth_quality_score / per / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=69.6 / per=43.73 / pbr=6.81 / roe_pct=17.75 / revenue_yoy_pct=3.5 / profit_yoy_pct=75,要確認
2026/05/26 17:46,5020.T,ENEOS HD,同業中央値,280_nisa_test_10_candidate_plan_reaction_updated.csv,5,growth_quality_score / per / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=52.8 / per=8.36 / pbr=1.03 / roe_pct=8.00 / revenue_yoy_pct=-4.5 / profit_yoy_pct=339.8,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,280_nisa_test_10_candidate_plan_reaction_updated.csv,6,growth_quality_score / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=48.3 / pbr=1.56 / roe_pct=11.34 / revenue_yoy_pct=7.3 / profit_yoy_pct=27.7,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,280_nisa_test_10_candidate_plan_reaction_updated.csv,7,growth_quality_score / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,growth_quality_score=55.8 / pbr=12.32 / roe_pct=25.15 / revenue_yoy_pct=11.1 / profit_yoy_pct=10.9,要確認
2026/05/26 17:46,4385.T,メルカリ,PER,285_june_ticker_rulebook.csv,2,pbr / roe_pct,pbr=5.79 / roe_pct=30.52,要確認
2026/05/26 17:46,2802.T,味の素,同業中央値,285_june_ticker_rulebook.csv,3,per / pbr / roe_pct,per=43.73 / pbr=6.81 / roe_pct=17.75,要確認
2026/05/26 17:46,5020.T,ENEOS HD,同業中央値,285_june_ticker_rulebook.csv,5,per / pbr / roe_pct,per=8.36 / pbr=1.03 / roe_pct=8.00,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,285_june_ticker_rulebook.csv,6,pbr / roe_pct,pbr=1.56 / roe_pct=11.34,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,285_june_ticker_rulebook.csv,7,pbr / roe_pct,pbr=12.32 / roe_pct=25.15,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,294_universe_membership_audit.csv,4,performance_status,performance_status=取得,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,294_universe_membership_audit.csv,26,performance_status,performance_status=取得,要確認
2026/05/26 17:46,5020.T,ENEOS HD,同業中央値,294_universe_membership_audit.csv,58,performance_status,performance_status=取得失敗: HTTP 500,要確認
2026/05/26 17:46,2802.T,味の素,同業中央値,294_universe_membership_audit.csv,72,performance_status,performance_status=取得失敗: HTTP 500,要確認
2026/05/26 17:46,4385.T,メルカリ,PER,294_universe_membership_audit.csv,86,performance_status,performance_status=取得失敗: HTTP 500,要確認
2026/05/26 17:46,4385.T,メルカリ,PER,300_candidate_sector_adjustment.csv,2,pbr / roe_pct,pbr=5.79 / roe_pct=30.52,要確認
2026/05/26 17:46,2802.T,味の素,同業中央値,300_candidate_sector_adjustment.csv,3,per / pbr / roe_pct,per=43.73 / pbr=6.81 / roe_pct=17.75,要確認
2026/05/26 17:46,5020.T,ENEOS HD,同業中央値,300_candidate_sector_adjustment.csv,5,per / pbr / roe_pct,per=8.36 / pbr=1.03 / roe_pct=8.00,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,300_candidate_sector_adjustment.csv,6,sector_per_median / pbr / sector_pbr_median / pbr_vs_sector / roe_pct / sector_roe_median_pct / roe_vs_sector,sector_per_median=13.7 / pbr=1.56 / sector_pbr_median=1.56 / pbr_vs_sector=同業並み / roe_pct=11.34 / sector_roe_median_pct=11.34 / roe_vs_sector=同業並み,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,300_candidate_sector_adjustment.csv,7,sector_per_median / pbr / sector_pbr_median / pbr_vs_sector / roe_pct / sector_roe_median_pct / roe_vs_sector,sector_per_median=42 / pbr=12.32 / sector_pbr_median=12.32 / pbr_vs_sector=同業並み / roe_pct=25.15 / sector_roe_median_pct=29.56 / roe_vs_sector=同業並み,要確認
2026/05/26 17:46,2802.T,味の素,同業中央値,30_june_test_candidate_ranking.csv,5,per,per=42.08,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,355_structural_advantage_candidates.csv,4,revenue_connection_score,revenue_connection_score=70,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,366_semiconductor_quant_gate_matrix.csv,7,pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,pbr=12.32 / roe_pct=25.15 / revenue_yoy_pct=11.1 / profit_yoy_pct=10.9,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,378_semiconductor_fundamental_completion_matrix.csv,4,pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct / revenue_cagr_pct / profit_cagr_pct,pbr=12.32 / roe_pct=25.15 / revenue_yoy_pct=11.1 / profit_yoy_pct=10.9 / revenue_cagr_pct=19.2 / profit_cagr_pct=23.4,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,402_semiconductor_dry_run_sample_result_log.csv,4,pbr_after / roe_after / revenue_yoy_after / profit_yoy_after,pbr_after=12.32 / roe_after=25.15 / revenue_yoy_after=11.1 / profit_yoy_after=10.9,要確認
2026/05/26 17:46,2802.T,味の素,同業中央値,413_candidate_10_priority_matrix.csv,3,per / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,per=43.73 / pbr=6.81 / roe_pct=17.75 / revenue_yoy_pct=3.5 / profit_yoy_pct=75,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,413_candidate_10_priority_matrix.csv,6,pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,pbr=1.56 / roe_pct=11.34 / revenue_yoy_pct=7.3 / profit_yoy_pct=27.7,要確認
2026/05/26 17:46,5020.T,ENEOS HD,同業中央値,413_candidate_10_priority_matrix.csv,9,per / pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,per=8.36 / pbr=1.03 / roe_pct=8.00 / revenue_yoy_pct=-4.5 / profit_yoy_pct=339.8,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,413_candidate_10_priority_matrix.csv,10,pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,pbr=12.32 / roe_pct=25.15 / revenue_yoy_pct=11.1 / profit_yoy_pct=10.9,要確認
2026/05/26 17:46,4385.T,メルカリ,PER,413_candidate_10_priority_matrix.csv,11,pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,pbr=5.79 / roe_pct=30.52 / revenue_yoy_pct=2.8 / profit_yoy_pct=59.2,要確認
2026/05/26 17:46,2802.T,味の素,同業中央値,446_immediate_completion_execution_order.csv,2,next_operation,next_operation=同業グループを固定し、同業中央値との差を入力,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,446_immediate_completion_execution_order.csv,3,next_operation,next_operation=公式IRまたはEDINET/J-QuantsでPER/PBR/ROEと成長率を入力,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,446_immediate_completion_execution_order.csv,4,next_operation,next_operation=同業グループを固定し、同業中央値との差を入力,要確認
2026/05/26 17:46,5020.T,ENEOS HD,同業中央値,446_immediate_completion_execution_order.csv,5,next_operation,next_operation=同業グループを固定し、同業中央値との差を入力,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,446_immediate_completion_execution_order.csv,6,next_operation,next_operation=公式IRまたはEDINET/J-QuantsでPER/PBR/ROEと成長率を入力,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,446_immediate_completion_execution_order.csv,7,next_operation,next_operation=同業グループを固定し、同業中央値との差を入力,要確認
2026/05/26 17:46,4385.T,メルカリ,PER,446_immediate_completion_execution_order.csv,8,next_operation,next_operation=公式IRまたはEDINET/J-QuantsでPER/PBR/ROEと成長率を入力,要確認
2026/05/26 17:46,4385.T,メルカリ,PER,446_immediate_completion_execution_order.csv,9,next_operation,next_operation=同業グループを固定し、同業中央値との差を入力,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,448_immediate_financial_metric_reuse.csv,2,pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,pbr=1.56 / roe_pct=11.34 / revenue_yoy_pct=7.3 / profit_yoy_pct=27.7,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,448_immediate_financial_metric_reuse.csv,3,pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,pbr=12.32 / roe_pct=25.15 / revenue_yoy_pct=11.1 / profit_yoy_pct=10.9,要確認
2026/05/26 17:46,4385.T,メルカリ,PER,448_immediate_financial_metric_reuse.csv,4,pbr / roe_pct / revenue_yoy_pct / profit_yoy_pct,pbr=5.79 / roe_pct=30.52 / revenue_yoy_pct=2.8 / profit_yoy_pct=59.2,要確認
2026/05/26 17:46,2802.T,味の素,同業中央値,449_immediate_sector_adjustment_bridge.csv,2,target_per / target_pbr / target_roe_pct,target_per=43.73 / target_pbr=6.81 / target_roe_pct=17.75,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,449_immediate_sector_adjustment_bridge.csv,3,target_pbr / target_roe_pct / peer_per_median / peer_pbr_median / peer_roe_median / pbr_vs_peer / roe_vs_peer,target_pbr=1.56 / target_roe_pct=11.34 / peer_per_median=13.7 / peer_pbr_median=1.52 / peer_roe_median=10.93 / pbr_vs_peer=0.04 / roe_vs_peer=0.41,要確認
2026/05/26 17:46,5020.T,ENEOS HD,同業中央値,449_immediate_sector_adjustment_bridge.csv,4,target_per / target_pbr / target_roe_pct,target_per=8.36 / target_pbr=1.03 / target_roe_pct=8.00,要確認
2026/05/26 17:46,6146.T,ディスコ,PER,449_immediate_sector_adjustment_bridge.csv,5,target_pbr / target_roe_pct / peer_per_median / peer_pbr_median / peer_roe_median / pbr_vs_peer / roe_vs_peer,target_pbr=12.32 / target_roe_pct=25.15 / peer_per_median=42 / peer_pbr_median=13.04 / peer_roe_median=38.22 / pbr_vs_peer=-0.72 / roe_vs_peer=-13.07,要確認
2026/05/26 17:46,4385.T,メルカリ,PER,449_immediate_sector_adjustment_bridge.csv,6,target_pbr / target_roe_pct / peer_per_median / peer_pbr_median / peer_roe_median / pbr_vs_peer / roe_vs_peer,target_pbr=5.79 / target_roe_pct=30.52 / peer_per_median=21.59 / peer_pbr_median=8.5 / peer_roe_median=31.05 / pbr_vs_peer=-2.71 / roe_vs_peer=-0.53,要確認
2026/05/26 17:46,2802.T,味の素,同業中央値,97_june_test_composite_decision.csv,2,per / pbr,per=42.08 / pbr=6.55,要確認
2026/05/26 17:46,8306.T,三菱UFJ FG,PER,97_june_test_composite_decision.csv,3,pbr,pbr=1.55,要確認
2026/05/26 17:46,2802.T,味の素,同業中央値,99_june_prebuy_gate.csv,2,per,per=42.08,要確認
