updated_at,event_id,event_date,ticker,company_name,candidate_flag,original_group,event_title,action_class,action_score_hint,needs_manual_check,source_url
2026/05/18 17:16,TDNET-20260518-7280-78,2026-05-18,7280.T,ミツバ,候補外,M&A・資本提携,（訂正）「株式会社両毛システムズ株式（証券コード：9691）に対する公開買付けの開始に関するお知らせ」の訂正に関するお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260518539234.pdf
2026/05/18 17:16,TDNET-20260518-9502-79,2026-05-18,9502.T,中部電力,候補外,M&A・資本提携,（訂正）「株式会社両毛システムズ株式（証券コード：9691）に対する公開買付けの開始に関するお知らせ」の訂正に関するお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260518539232.pdf
2026/05/18 17:16,TDNET-20260518-NA-86,2026-05-18,,Ｇ－アストロスケール,候補外,業績上方修正,2026年４月期 通期連結業績予想の修正に関するお知らせ,上方修正,3,要確認,https://www.release.tdnet.info/inbs/140120260515539110.pdf
2026/05/18 17:16,TDNET-20260515-5869-3,2026-05-15,5869.T,早稲田学習研究会,候補外,決算短信,（訂正）「2026年５月期第４四半期決算短信〔日本基準〕(非連結)」の一部訂正について,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515539101.pdf
2026/05/18 17:16,TDNET-20260515-3726-4,2026-05-15,3726.T,フォーシーズＨＤ,候補外,決算短信,2026年９月期第２四半期（中間期）決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515538453.pdf
2026/05/18 17:16,TDNET-20260515-6574-8,2026-05-15,6574.T,Ｇ－コンヴァノ,候補外,決算短信,2026年３月期 決算短信〔ＩＦＲＳ〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515538835.pdf
2026/05/18 17:16,TDNET-20260515-7270-13,2026-05-15,7270.T,ＳＵＢＡＲＵ,候補外,配当・増配,（訂正）「剰余金の配当に関するお知らせ」の一部訂正について,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260515538983.pdf
2026/05/18 17:16,TDNET-20260515-2334-16,2026-05-15,2334.T,Ｇ－イオレ,候補外,決算短信,2026年3月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515539050.pdf
2026/05/18 17:16,TDNET-20260515-6140-20,2026-05-15,6140.T,旭ダイヤ,候補外,決算短信,（訂正・数値データ訂正）「2026年３月期決算短信〔日本基準〕(連結)」の一部訂正について,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515538995.pdf
2026/05/18 17:16,TDNET-20260515-5471-23,2026-05-15,5471.T,大同特鋼,候補外,M&A・資本提携,東北特殊鋼株式会社（証券コード：5484）に対する公開買付けの開始に関するお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260515539063.pdf
2026/05/18 17:16,TDNET-20260515-5484-24,2026-05-15,5484.T,東北鋼,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515538576.pdf
2026/05/18 17:16,TDNET-20260515-5484-25,2026-05-15,5484.T,東北鋼,候補外,配当・増配,2026年３月期配当予想の修正（無配）に関するお知らせ,減配,-3,要確認,https://www.release.tdnet.info/inbs/140120260515538948.pdf
2026/05/18 17:16,TDNET-20260515-5484-26,2026-05-15,5484.T,東北鋼,候補外,M&A・資本提携,その他の関係会社である大同特殊鋼株式会社による当社株式に対する公開買付けに関する賛同の意見表明及び応募推奨のお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260515539069.pdf
2026/05/18 17:16,TDNET-20260515-7273-34,2026-05-15,7273.T,イクヨ,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515536488.pdf
2026/05/18 17:16,TDNET-20260515-3175-37,2026-05-15,3175.T,ＡＰＨＤ,候補外,決算短信,2026年３月期決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515538749.pdf
2026/05/18 17:16,TDNET-20260515-3175-40,2026-05-15,3175.T,ＡＰＨＤ,候補外,月次,月次営業レポート（2026年４月度）,月次,0,通常確認,https://www.release.tdnet.info/inbs/140120260515538774.pdf
2026/05/18 17:16,TDNET-20260515-6145-46,2026-05-15,6145.T,ＮＩＴＴＯＫＵ,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260514535543.pdf
2026/05/18 17:16,TDNET-20260515-6145-48,2026-05-15,6145.T,ＮＩＴＴＯＫＵ,候補外,配当・増配,剰余金の配当に関するお知らせ,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260514535589.pdf
2026/05/18 17:16,TDNET-20260515-9984-51,2026-05-15,9984.T,ソフトバンクグループ,候補外,決算短信,（訂正・数値データ訂正）「2026年３月期 決算短信〔ＩＦＲＳ〕（連結）」の一部訂正について,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515538975.pdf
2026/05/18 17:16,TDNET-20260515-2134-59,2026-05-15,2134.T,キタハマキャピタル,候補外,決算短信,2026年３月期決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515538690.pdf
2026/05/18 17:16,TDNET-20260515-NA-62,2026-05-15,,Ｐ－エクシオＨＤ,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515538996.pdf
2026/05/18 17:16,TDNET-20260515-4444-64,2026-05-15,4444.T,Ｇ－インフォネット,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515538193.pdf
2026/05/18 17:16,TDNET-20260515-7638-69,2026-05-15,7638.T,ＮＥＷ ＡＲＴ,候補外,決算短信,2026年3月期決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260510521130.pdf
2026/05/18 17:16,TDNET-20260515-7790-70,2026-05-15,7790.T,バルコス,候補外,決算短信,2026年12月期第1四半期決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515538802.pdf
2026/05/18 17:16,TDNET-20260515-7790-71,2026-05-15,7790.T,バルコス,候補外,業績上方修正,連結業績予想の上方修正及び特別利益の計上に関するお知らせ,上方修正,3,要確認,https://www.release.tdnet.info/inbs/140120260515539024.pdf
2026/05/18 17:16,TDNET-20260515-7885-73,2026-05-15,7885.T,タカノ,候補外,配当・増配,剰余金の配当に関するお知らせ,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260515536139.pdf
2026/05/18 17:16,TDNET-20260515-9760-74,2026-05-15,9760.T,進学会ＨＤ,候補外,決算短信,2026年３月期決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515538384.pdf
2026/05/18 17:16,TDNET-20260515-4258-79,2026-05-15,4258.T,Ｇ－網屋,候補外,決算短信,（訂正・数値データ訂正）「2026年12月期第１四半期決算短信〔日本基準〕(連結)」の一部訂正について,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515538937.pdf
2026/05/18 17:16,TDNET-20260515-4258-80,2026-05-15,4258.T,Ｇ－網屋,候補外,M&A・資本提携,（訂正）「株式会社アンペール株式の取得（子会社化）及び新たな事業開始に関するお知らせ」の一部訂正について,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260515538950.pdf
2026/05/18 17:16,TDNET-20260515-3905-83,2026-05-15,3905.T,Ｇ－データセクション,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515538919.pdf
2026/05/18 17:16,TDNET-20260515-9980-84,2026-05-15,9980.T,ＭＲＫ ＨＬＤ,候補外,自社株買い,自己株式の取得に係る事項の一部変更に関するお知らせ,自社株買い,2,要確認,https://www.release.tdnet.info/inbs/140120260515538542.pdf
2026/05/18 17:16,TDNET-20260515-1435-86,2026-05-15,1435.T,ｒｏｂｏｔ ｈｏｍｅ,候補外,決算短信,2026年12月期 第１四半期決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515537853.pdf
2026/05/18 17:16,TDNET-20260515-1435-88,2026-05-15,1435.T,ｒｏｂｏｔ ｈｏｍｅ,候補外,月次,2026年４月度月次KPI（速報）に関するお知らせ,月次,0,通常確認,https://www.release.tdnet.info/inbs/140120260515537947.pdf
2026/05/18 17:16,TDNET-20260515-NA-89,2026-05-15,,Ｐ－アップルパーク,候補外,決算短信,2026年3月期 決算短信〔日本基準〕（非連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515538876.pdf
2026/05/18 17:16,TDNET-20260515-1844-90,2026-05-15,1844.T,大盛工,候補外,業績上方修正,2026年７月期業績予想の修正に関するお知らせ,上方修正,3,要確認,https://www.release.tdnet.info/inbs/140120260511523263.pdf
2026/05/18 17:16,TDNET-20260515-1848-91,2026-05-15,1848.T,富士ピー・エス,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515536536.pdf
2026/05/18 17:16,TDNET-20260515-1848-93,2026-05-15,1848.T,富士ピー・エス,候補外,配当・増配,2026年３月期配当予想の修正に関するお知らせ,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260515538108.pdf
2026/05/18 17:16,TDNET-20260515-2109-97,2026-05-15,2109.T,ＤＭ三井製糖,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260514531761.pdf
2026/05/18 17:16,TDNET-20260515-3133-99,2026-05-15,3133.T,Ｇ－海帆,候補外,決算短信,2026年３月期決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260515538853.pdf
2026/05/18 17:16,TDNET-20260514-1911-1,2026-05-14,1911.T,住友林,候補外,M&A・資本提携,"(開示事項の経過)米国Tri Pointe Homes, Inc.の株式取得(子会社化)完了に関するお知らせ",M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260514534610.pdf
2026/05/18 17:16,TDNET-20260514-5644-4,2026-05-14,5644.T,メタルアート,候補外,決算短信,2026年３月期 決算短信［日本基準］（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260514531741.pdf
2026/05/18 17:16,TDNET-20260514-5644-7,2026-05-14,5644.T,メタルアート,候補外,配当・増配,2026年3月期の剰余金の配当に関するお知らせ,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260514531877.pdf
2026/05/18 17:16,TDNET-20260514-5644-8,2026-05-14,5644.T,メタルアート,候補外,配当・増配,2027年3月期の剰余金の配当（無配）に関するお知らせ,減配,-3,要確認,https://www.release.tdnet.info/inbs/140120260514531908.pdf
2026/05/18 17:16,TDNET-20260514-5644-11,2026-05-14,5644.T,メタルアート,候補外,M&A・資本提携,Gerbera holdings株式会社による株式会社メタルアート（証券コード：5644）の普通株式に対する 公開買付けの開始に関するお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260514535613.pdf
2026/05/18 17:16,TDNET-20260514-6457-12,2026-05-14,6457.T,グローリー,候補外,自社株買い,自己株式の取得結果及び取得終了並びに自己株式消却の株式数確定に関するお知らせ,自社株買い,2,要確認,https://www.release.tdnet.info/inbs/140120260514535614.pdf
2026/05/18 17:16,TDNET-20260514-7280-13,2026-05-14,7280.T,ミツバ,候補外,M&A・資本提携,株式会社両毛システムズ株式（証券コード：9691）に対する公開買付けの開始に関するお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260514535346.pdf
2026/05/18 17:16,TDNET-20260514-7280-14,2026-05-14,7280.T,ミツバ,候補外,M&A・資本提携,株式会社両毛システムズに対する公開買付け開始について,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260514535350.pdf
2026/05/18 17:16,TDNET-20260514-9502-15,2026-05-14,9502.T,中部電力,候補外,M&A・資本提携,株式会社両毛システムズ株式（証券コード：9691）に対する公開買付けの開始に関するお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260513530848.pdf
2026/05/18 17:16,TDNET-20260514-9691-16,2026-05-14,9691.T,両毛システム,候補外,M&A・資本提携,支配株主である株式会社ミツバ及び中部電力株式会社による当社株式に対する公開買付に関する賛同の意見表明及び応募推奨並びに資本業務提携に関するお知らせ,M&A・資本提携,1,要確認,https://www.release.tdnet.info/inbs/140120260513528976.pdf
2026/05/18 17:16,TDNET-20260514-9691-17,2026-05-14,9691.T,両毛システム,候補外,配当・増配,剰余金の配当（無配）に関するお知らせ,減配,-3,要確認,https://www.release.tdnet.info/inbs/140120260513528457.pdf
2026/05/18 17:16,TDNET-20260514-9691-18,2026-05-14,9691.T,両毛システム,候補外,決算短信,2026年３月期決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260511521905.pdf
2026/05/18 17:16,TDNET-20260514-9274-26,2026-05-14,9274.T,ＫＰＰグループＨＤ,候補外,決算短信,2026年３月期 決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260514535401.pdf
2026/05/18 17:16,TDNET-20260514-7057-27,2026-05-14,7057.T,エヌ・シー・エヌ,候補外,決算短信,2026年3月期 決算短信[日本基準]（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260514535347.pdf
2026/05/18 17:16,TDNET-20260514-8746-33,2026-05-14,8746.T,ｕｎｂａｎｋｅｄ,候補外,減配,2026年３月期業績見通し及び配当予想（無配）に関するお知らせ,減配,-3,要確認,https://www.release.tdnet.info/inbs/140120260514535384.pdf
2026/05/18 17:16,TDNET-20260514-2436-34,2026-05-14,2436.T,共同ＰＲ,候補外,株式分割,株式分割に伴う株主優待制度の変更について,その他,0,通常確認,https://www.release.tdnet.info/inbs/140120260514535338.pdf
2026/05/18 17:16,TDNET-20260514-4222-36,2026-05-14,4222.T,児玉化,候補外,決算短信,2026年３月期決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260514535155.pdf
2026/05/18 17:16,TDNET-20260514-6867-43,2026-05-14,6867.T,リーダ電子,候補外,配当・増配,剰余金の配当（その他資本剰余金を原資とした期末配当）に関するお知らせ,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260514534867.pdf
2026/05/18 17:16,TDNET-20260514-6867-44,2026-05-14,6867.T,リーダ電子,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260428513981.pdf
2026/05/18 17:16,TDNET-20260514-7078-50,2026-05-14,7078.T,Ｇ－ＩＮＣ ＨＤ,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260514535019.pdf
2026/05/18 17:16,TDNET-20260514-7363-53,2026-05-14,7363.T,Ｇ－ベビーカレンダー,候補外,決算短信,2026年12月期第１四半期決算短信の開示が四半期末後45日を超えることに関するお知らせ,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260514533069.pdf
2026/05/18 17:16,TDNET-20260514-1736-56,2026-05-14,1736.T,オーテック,候補外,配当・増配,業績予想と実績値の差異、剰余金の配当に関するお知らせ,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260513531669.pdf
2026/05/18 17:16,TDNET-20260514-1736-57,2026-05-14,1736.T,オーテック,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260513527829.pdf
2026/05/18 17:16,TDNET-20260514-7244-58,2026-05-14,7244.T,市光工,候補外,決算短信,2026年12月期 第1四半期決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260511523210.pdf
2026/05/18 17:16,TDNET-20260514-6072-60,2026-05-14,6072.T,地盤ネットＨＤ,候補外,決算短信,2026年３月期決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260514535041.pdf
2026/05/18 17:16,TDNET-20260514-NA-61,2026-05-14,,Ｐ－シュンビン,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（非連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260514531886.pdf
2026/05/18 17:16,TDNET-20260514-NA-64,2026-05-14,,Ｐ－トップス,候補外,決算短信,2026年９月期 中間決算短信〔日本基準〕（非連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260514533135.pdf
2026/05/18 17:16,TDNET-20260514-4068-66,2026-05-14,4068.T,Ｇ－ベイシス,候補外,決算短信,2026年６月期 第３四半期決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260514533769.pdf
2026/05/18 17:16,TDNET-20260514-NA-68,2026-05-14,,Ｐ－東洋コーポ,候補外,業績上方修正,通期連結業績予想の修正に関するお知らせ,上方修正,3,要確認,https://www.release.tdnet.info/inbs/140120260514534777.pdf
2026/05/18 17:16,TDNET-20260514-5028-69,2026-05-14,5028.T,Ｇ－セカンドサイト,候補外,決算短信,2026年12月期 第１四半期決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260514533378.pdf
2026/05/18 17:16,TDNET-20260514-5133-72,2026-05-14,5133.T,テリロジーＨＤ,候補外,決算短信,2026年３月期決算短信[日本基準]（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260514535141.pdf
2026/05/18 17:16,TDNET-20260514-5727-75,2026-05-14,5727.T,邦チタニウム,候補外,配当・増配,剰余金の配当に関するお知らせ,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260514534920.pdf
2026/05/18 17:16,TDNET-20260514-6195-82,2026-05-14,6195.T,Ｇ－ホープ,候補外,自社株買い,自己株式の取得状況および取得終了に関するお知らせ,自社株買い,2,要確認,https://www.release.tdnet.info/inbs/140120260514535177.pdf
2026/05/18 17:16,TDNET-20260514-6571-83,2026-05-14,6571.T,キュービーネットＨＤ,候補外,決算短信,2026年６月期 第３四半期決算短信〔ＩＦＲＳ〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260513531531.pdf
2026/05/18 17:16,TDNET-20260514-7021-86,2026-05-14,7021.T,ニッチツ,候補外,決算短信,2026年3月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260326590305.pdf
2026/05/18 17:16,TDNET-20260514-7129-89,2026-05-14,7129.T,ミアヘルサＨＤ,候補外,決算短信,2026年３月期決算短信〔日本基準〕(連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260514532296.pdf
2026/05/18 17:16,TDNET-20260514-7271-91,2026-05-14,7271.T,安永,候補外,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260514532958.pdf
2026/05/18 17:16,TDNET-20260514-8511-94,2026-05-14,8511.T,日証金,候補外,自社株買い,自己株式取得に係る事項の決定に関するお知らせ,自社株買い,2,要確認,https://www.release.tdnet.info/inbs/140120260514533419.pdf
2026/05/18 17:16,TDNET-20260514-9028-97,2026-05-14,9028.T,ゼロ,候補外,決算短信,2026年6月期 第3四半期決算短信[IFRS](連結),決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260513530807.pdf
2026/05/18 17:16,TDNET-20260513-8830-1,2026-05-13,8830.T,住友不,候補外,配当・増配,剰余金の配当（増配）に関するお知らせ,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260513531507.pdf
2026/05/18 17:16,TDNET-20260513-7602-3,2026-05-13,7602.T,レダックス,候補外,配当・増配,剰余金の配当（復配）に関するお知らせ,増配,2,要確認,https://www.release.tdnet.info/inbs/140120260513529798.pdf
2026/05/18 17:16,TDNET-20260513-7602-4,2026-05-13,7602.T,レダックス,候補外,決算短信,2026年3月期 決算短信〔日本基準〕（連結）,決算短信,0,通常確認,https://www.release.tdnet.info/inbs/140120260513529718.pdf
