updated_at,priority,ticker,company,usefulness_level,fields_to_collect,source_url_primary,source_url_secondary,source_status,next_action
2026/05/22 13:56,3 補完,3402.T,東レ,C データ補完後に判定,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,3407.T,旭化成,C データ補完後に判定,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,3659.T,ネクソン,C データ補完後に判定,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,4005.T,住友化学,D 低優先・比較のみ,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,4063.T,信越化学工業,C データ補完後に判定,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,4188.T,三菱ケミカルG,D 低優先・比較のみ,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,4385.T,メルカリ,C データ補完後に判定,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,4452.T,花王,C データ補完後に判定,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,4502.T,武田薬品,C データ補完後に判定,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,4503.T,アステラス製薬,D 低優先・比較のみ,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,4519.T,中外製薬,C データ補完後に判定,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,4523.T,エーザイ,D 低優先・比較のみ,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,4543.T,テルモ,C データ補完後に判定,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,4568.T,第一三共,C データ補完後に判定,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,4661.T,オリエンタルランド,D 低優先・比較のみ,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,4689.T,LINEヤフー,C データ補完後に判定,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,4751.T,サイバーエージェント,C データ補完後に判定,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,4755.T,楽天グループ,C データ補完後に判定,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,4911.T,資生堂,D 低優先・比較のみ,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,5019.T,出光興産,D 低優先・比較のみ,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,5020.T,ENEOS HD,D 低優先・比較のみ,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,6869.T,シスメックス,C データ補完後に判定,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,7532.T,パン・パシフィック,C データ補完後に判定,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,7832.T,バンダイナムコHD,D 低優先・比較のみ,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,8002.T,丸紅,D 低優先・比較のみ,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,8053.T,住友商事,D 低優先・比較のみ,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,8058.T,三菱商事,D 低優先・比較のみ,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,8113.T,ユニ・チャーム,C データ補完後に判定,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,9020.T,JR東日本,D 低優先・比較のみ,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,9021.T,JR西日本,D 低優先・比較のみ,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,9022.T,JR東海,D 低優先・比較のみ,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,9202.T,ANA HD,D 低優先・比較のみ,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,9697.T,カプコン,D 低優先・比較のみ,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,9766.T,コナミグループ,D 低優先・比較のみ,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
2026/05/22 13:56,3 補完,9843.T,ニトリHD,C データ補完後に判定,"直近決算: 売上, 営業利益, EPS, YoY / 1つ前決算: 売上YoY, 営業利益YoY, EPS YoY / 会社予想修正",,,公式URL探索が必要,IRページまたは決算短信URLを確認
