updated_at,ticker,name,metric_group,metric_label,hit_no,matched_pattern,number_candidates,snippet,source_url,review_status
2026/05/19 15:45,2802.T,味の素,sales,売上高候補,11,売上,"1 / 409億円 / 9,369億円 / 104.6％ / 89億円 / 1,430億円 / 106.6％ / 3 / 2802 / 2026","・加工食品は、全体で大幅増益。 日本は、増収効果等により大幅増益。 海外は、増収も、原材料コスト増加等により減益。 ・ソリューション＆イングリディエンツは、減収に伴い、全体で大幅減益。 （1）調味料・食品セグメント 調味料・食品セグメントの売上高は、販売増により、前期を409億円上回る9,369億円（前期比104.6％）となりま した。事業利益は、増収効果等により、前期を89億円上回る1,430億円（前期比106.6％）となりました。 - 3 - 味の素㈱(2802) 2026年",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,sales,売上高候補,12,売上,"2 / 9億円 / 2,903億円 / 100.3％ / 45億円 / 84億円 / 65.0％ / 3","ファーマサービス（CDMO）ともに増益となり、全体で大幅増益。 ・ファンクショナルマテリアルズ（電子材料等）は、大幅増収に伴い大幅増 益。 ・その他は、戦略的費用の投入等により全体で大幅減益。 （2）冷凍食品セグメント 冷凍食品セグメントの売上高は、全体で前年並みとなり、前期を9億円上回る2,903億円（前期比100.3％）となり ました。事業利益は、主に北米の減益により、前期を45億円下回る84億円（前期比65.0％）となりました。 （3）ヘルスケア等セグメント ヘルスケア等セ",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,sales,売上高候補,13,売上,"9億円 / 2,903億円 / 100.3％ / 45億円 / 84億円 / 65.0％ / 3 / 131億円 / 3,415億円 / 104.0％","で前年並みとなり、前期を9億円上回る2,903億円（前期比100.3％）となり ました。事業利益は、主に北米の減益により、前期を45億円下回る84億円（前期比65.0％）となりました。 （3）ヘルスケア等セグメント ヘルスケア等セグメントの売上高は、味の素アルテア社売却の影響があるも、電子材料の販売好調の影響等によ り、前期を131億円上回る3,415億円（前期比104.0％）となりました。事業利益は、電子材料の増収効果やバイオフ ァーマサービス＆イングリディエンツの増益等により",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,sales,売上高候補,14,売上,"205億円 / 662億円 / 145.1％ / 4 / 2802 / 2026 / 3 / 6 / 22 / 2027 / 17,230 / 1,970 / 1,200 / 149","増収効果やバイオフ ァーマサービス＆イングリディエンツの増益等により、前期を205億円上回る662億円（前期比145.1％）となりまし た。 - 4 - 味の素㈱(2802) 2026年3月期決算短信 -- 6 of 22 -- （億円） 売上高 事業利益 親会社の所有者に帰属する 当期利益 2027年3月期 17,230 1,970 1,200 対前期実績 売上高（億円） 事業利益（億円） 第149期 前期増減 前期比 第149期 前期増減 前期比 調味料・食品 9,986 6",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,sales,売上高候補,15,売上,"4 / 2802 / 2026 / 3 / 6 / 22 / 2027 / 17,230 / 1,970 / 1,200 / 149 / 9,986 / 617 / 106.6％","）となりまし た。 - 4 - 味の素㈱(2802) 2026年3月期決算短信 -- 6 of 22 -- （億円） 売上高 事業利益 親会社の所有者に帰属する 当期利益 2027年3月期 17,230 1,970 1,200 対前期実績 売上高（億円） 事業利益（億円） 第149期 前期増減 前期比 第149期 前期増減 前期比 調味料・食品 9,986 617 106.6％ 1,459 28 102.0％ 冷凍食品 3,106 203 107.0％ 121 37 144.1％",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,sales,売上高候補,16,売上,"7 / 120.8％ / 158 / 8 / 105.9％ / 51 / 9 / 84.4％ / 462 / 36 / 108.5％ / 17,230 / 1,392 / 108.8％","7 120.8％ その他 158 8 105.9％ 51 △9 84.4％ 全社共通費 － － － △462 △36 108.5％ 合計 17,230 1,392 108.8％ 1,970 158 108.7％ （4）その他 その他の事業の売上高は、前期を17億円下回る149億円（前期比89.4％）となり、事業利益は、前期を3億円下回る 60億円（前期比95.1％）となりました。 2．次期の見通し 次期の連結売上高は1兆7,230億円、同事業利益は1,970億円を見込んでおります",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,sales,売上高候補,17,売上,"8％ / 1,970 / 158 / 108.7％ / 4 / 17億円 / 149億円 / 89.4％ / 3億円 / 60億円 / 95.1％ / 2 / 1 / 7,230億円","8％ 1,970 158 108.7％ （4）その他 その他の事業の売上高は、前期を17億円下回る149億円（前期比89.4％）となり、事業利益は、前期を3億円下回る 60億円（前期比95.1％）となりました。 2．次期の見通し 次期の連結売上高は1兆7,230億円、同事業利益は1,970億円を見込んでおります。また同親会社の所有者に帰属す る当期利益は1,200億円を見込んでおります。 中東情勢は日々状況が変化しており、先行きが極めて不透明であることから、次期の業績予想における",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,sales,売上高候補,18,売上,"2802 / 2026 / 3 / 9 / 22 / 2025 / 31 / 164,776 / 106,693 / 174,136 / 194,221 / 17,990 / 46,670 / 286,952","㈱(2802) 2026年3月期決算短信 -- 9 of 22 -- （単位：百万円） 前連結会計年度 （2025年3月31日） 当連結会計年度 （2026年3月31日） 資産 流動資産 現金及び現金同等物 164,776 106,693 売上債権及びその他の債権 174,136 194,221 その他の金融資産 17,990 46,670 棚卸資産 286,952 318,632 未収法人所得税 12,533 7,656 その他の流動資産 27,600 30,294 小計 68",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,sales,売上高候補,19,売上高,"2802 / 2026 / 3 / 11 / 22 / 2024 / 4 / 1 / 2025 / 31 / 1,530,556 / 1,583,719 / 979,792 / 986,570","味の素㈱(2802) 2026年3月期決算短信 -- 11 of 22 -- （単位：百万円） 前連結会計年度 (自 2024年4月 1日 至 2025年3月31日) 当連結会計年度 (自 2025年4月 1日 至 2026年3月31日) 売上高 1,530,556 1,583,719 売上原価 △979,792 △986,570 売上総利益 550,764 597,148 持分法による損益 6,314 8,113 販売費 △211,976 △225,349 研究開発費 △30,9",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,sales,売上高候補,20,売上高,"17 / 2802 / 2026 / 3 / 19 / 22 / 1 / 2 / 896,012 / 289,388 / 328,397 / 16,758 / 1,530,556 / 8,805","です。 - 17 - 味の素㈱(2802) 2026年3月期決算短信 -- 19 of 22 -- （単位：百万円） 報告セグメント その他 （注）1 計 調整額 （注）2 連結 財務諸表 計上額 調味料・ 食品 冷凍食品 ヘルス ケア等 売上高 外部顧客に対する売上高 896,012 289,388 328,397 16,758 1,530,556 － 1,530,556 セグメント間の内部売上高 8,805 754 6,145 37,902 53,608 △53,608 － 計",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,sales,売上高候補,21,売上高,"2802 / 2026 / 3 / 19 / 22 / 1 / 2 / 896,012 / 289,388 / 328,397 / 16,758 / 1,530,556 / 8,805 / 754","の素㈱(2802) 2026年3月期決算短信 -- 19 of 22 -- （単位：百万円） 報告セグメント その他 （注）1 計 調整額 （注）2 連結 財務諸表 計上額 調味料・ 食品 冷凍食品 ヘルス ケア等 売上高 外部顧客に対する売上高 896,012 289,388 328,397 16,758 1,530,556 － 1,530,556 セグメント間の内部売上高 8,805 754 6,145 37,902 53,608 △53,608 － 計 904,817 290",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,operating_profit,営業利益候補,1,営業利益,"19,290,839株 / 2025 / 3 / 11,237,848株 / 2026 / 973,367,344株 / 1,007,203,566株 / 1 / 317,757 / 1.3 / 20,216 / 121,248 / 2.0 / 142,812","月期 19,290,839株 2025年3月期 11,237,848株 ③ 期中平均株式数 2026年3月期 973,367,344株 2025年3月期 1,007,203,566株 （1）個別経営成績 （％表示は、対前期増減率） 売上高 営業利益 経常利益 当期純利益 百万円 ％ 百万円 ％ 百万円 ％ 百万円 ％ 2026年3月期 317,757 1.3 △20,216 － 121,248 2.0 142,812 58.5 2025年3月期 313,636 2.1 △18,191",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,operating_profit,営業利益候補,2,営業利益,"531億円 / 1 / 5,837億円 / 103.5％ / 218億円 / 1,811億円 / 113.7％ / 854億円 / 1,994億円 / 175.0％","により、前期を531億円 上回る1兆5,837億円（前期比103.5％）となりました。 事業利益は、ヘルスケア等セグメント及び調味料・食品セグメントの増益等により、前期を218億円上回る1,811億円 （前期比113.7％）となりました。 営業利益は、事業利益の増益に加え、当期に当社の保有する固定資産の一部（本社ビル土地及び建物）を譲渡し、固 定資産売却益を計上したこと等により、前期を854億円上回る1,994億円（前期比175.0％）となりました。 親会社の所有者に帰属する当期利益",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,operating_profit,営業利益候補,3,営業利益,"854億円 / 1,994億円 / 175.0％ / 644億円 / 1,346億円 / 191.6％","事業利益の増益に加え、当期に当社の保有する固定資産の一部（本社ビル土地及び建物）を譲渡し、固 定資産売却益を計上したこと等により、前期を854億円上回る1,994億円（前期比175.0％）となりました。 親会社の所有者に帰属する当期利益は、営業利益の増益等により、前期を644億円上回る1,346億円（前期比 191.6％）となりました。 当期のセグメント別の概況 セグメント別の業績は、次のとおりです。 （注）各報告セグメントに帰属しない全社共通費は、従来、マネジメント・アプローチに基",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,operating_profit,営業利益候補,4,営業利益,"5,349 / 30,921 / 32,108 / 154,878 / 166,640 / 159,302 / 181,163 / 4,936 / 48,589 / 50,269 / 30,339 / 113,968 / 199,412 / 8,792","5,349 研究開発費 △30,921 △32,108 一般管理費 △154,878 △166,640 事業利益 159,302 181,163 その他の営業収益 4,936 48,589 その他の営業費用 △50,269 △30,339 営業利益 113,968 199,412 金融収益 8,792 9,020 金融費用 △14,431 △12,318 税引前当期利益 108,330 196,115 法人所得税 △27,556 △51,054 当期利益 80,773 145,060",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,operating_profit,営業利益候補,5,営業利益,"14 / 6,314 / 134,129 / 13,015 / 45,640 / 6,379 / 199,165 / 39,862 / 159,302 / 4,936 / 50,269 / 113,968 / 8,792 / 14,431","14 － 6,314 セグメント利益又は損失 （事業利益又は事業損失） 134,129 13,015 45,640 6,379 199,165 △39,862 159,302 その他の営業収益 4,936 その他の営業費用 △50,269 営業利益 113,968 金融収益 8,792 金融費用 △14,431 税引前当期利益 108,330 （単位：百万円） 報告セグメント その他 （注）1 計 調整額 （注）2 連結 財務諸表 計上額 調味料・ 食品 冷凍食品 ヘルス ケア等 売",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,operating_profit,営業利益候補,6,営業利益,"13 / 8,113 / 143,036 / 8,457 / 66,202 / 6,064 / 223,760 / 42,597 / 181,163 / 48,589 / 30,339 / 199,412 / 9,020 / 12,318","13 － 8,113 セグメント利益又は損失 （事業利益又は事業損失） 143,036 8,457 66,202 6,064 223,760 △42,597 181,163 その他の営業収益 48,589 その他の営業費用 △30,339 営業利益 199,412 金融収益 9,020 金融費用 △12,318 税引前当期利益 196,115 (2) 報告セグメントごとの情報 当社グループの報告セグメントによる売上高及び業績は以下のとおりです。 なお、セグメント間の内部売上高は、主に",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,net_income,純利益候補,1,純利益,"9株 / 2025 / 3 / 11,237,848株 / 2026 / 973,367,344株 / 1,007,203,566株 / 1 / 317,757 / 1.3 / 20,216 / 121,248 / 2.0 / 142,812","9株 2025年3月期 11,237,848株 ③ 期中平均株式数 2026年3月期 973,367,344株 2025年3月期 1,007,203,566株 （1）個別経営成績 （％表示は、対前期増減率） 売上高 営業利益 経常利益 当期純利益 百万円 ％ 百万円 ％ 百万円 ％ 百万円 ％ 2026年3月期 317,757 1.3 △20,216 － 121,248 2.0 142,812 58.5 2025年3月期 313,636 2.1 △18,191 － 118,896",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,net_income,純利益候補,2,純利益,"26 / 3 / 317,757 / 1.3 / 20,216 / 121,248 / 2.0 / 142,812 / 58.5 / 2025 / 313,636 / 2.1 / 18,191 / 118,896","26年3月期 317,757 1.3 △20,216 － 121,248 2.0 142,812 58.5 2025年3月期 313,636 2.1 △18,191 － 118,896 △20.8 90,081 △35.5 1株当たり 当期純利益 潜在株式調整後 1株当たり当期純利益 円 銭 円 銭 2026年3月期 146.72 146.71 2025年3月期 89.44 89.44 総資産 純資産 自己資本比率 1株当たり純資産 百万円 百万円 ％ 円 銭 2026年3月期 1",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,net_income,純利益候補,3,純利益,"20,216 / 121,248 / 2.0 / 142,812 / 58.5 / 2025 / 3 / 313,636 / 2.1 / 18,191 / 118,896 / 20.8 / 90,081 / 35.5","△20,216 － 121,248 2.0 142,812 58.5 2025年3月期 313,636 2.1 △18,191 － 118,896 △20.8 90,081 △35.5 1株当たり 当期純利益 潜在株式調整後 1株当たり当期純利益 円 銭 円 銭 2026年3月期 146.72 146.71 2025年3月期 89.44 89.44 総資産 純資産 自己資本比率 1株当たり純資産 百万円 百万円 ％ 円 銭 2026年3月期 1,103,818 331,899 30",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,net_income,純利益候補,4,純利益,2026 / 3 / 2025 / 4 / 1 / 31 / 1株 / 2株 / 2,おいて控除する自己株式に含めております。 （参考）個別業績の概要 2026年3月期の個別業績（2025年4月1日～2026年3月31日） （注）当社は、2025年4月1日付で普通株式1株につき2株の株式分割を行っております。「1株当たり当期純利益」、「潜在株式調整後1株当たり当期 純利益」は、前事業年度の期首に当該株式分割が行われたものと仮定して算定しております。 （2）個別財政状態 （注）当社は、2025年4月1日付で普通株式1株につき2株の株式分割を行っております。「1株当たり,https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,net_income,純利益候補,5,純利益,2026 / 3 / 2025 / 4 / 1 / 31 / 1株 / 2株 / 2,（参考）個別業績の概要 2026年3月期の個別業績（2025年4月1日～2026年3月31日） （注）当社は、2025年4月1日付で普通株式1株につき2株の株式分割を行っております。「1株当たり当期純利益」、「潜在株式調整後1株当たり当期 純利益」は、前事業年度の期首に当該株式分割が行われたものと仮定して算定しております。 （2）個別財政状態 （注）当社は、2025年4月1日付で普通株式1株につき2株の株式分割を行っております。「1株当たり純資産」は、前事業年度の期首に当該株式分,https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,net_income,純利益候補,6,純利益,,前事業年度の期首に当該株式分 割が行われたものと仮定して算定しております。 ＜個別業績の前期実績値との差異理由＞ 当事業年度において、当社の保有する固定資産の一部（本社ビル土地及び建物）を譲渡し、固定資産売却益を計上し たこと等により、当期純利益につきまして前事業年度の実績値と当事業年度の実績値との間に差異が生じております。 ※ 決算短信は公認会計士又は監査法人の監査の対象外です。 ※ 業績予想の適切な利用に関する説明、その他特記事項 （将来に関する記述等についてのご注意） 本資料,https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,本文のみ・要確認
2026/05/19 15:45,2802.T,味の素,eps,EPS候補,1,EPS,2030 / 3 / 50％,ります。 「中期ASV経営 2030ロードマップ」において「累進配当政策」を宣言し、減配せず、増配または配当維持の方針を 示しております。併せて、減損損失の計上等、非定常的な利益変動の影響を受けにくい事業利益をベースとする「ノ ーマライズドEPSに基づく配当」（注）を当社の標準的な配当計算方法として位置付けています。 事業利益を着実に増加させることで、今後も更なる増配を図ります。なお、3か年の総還元性向は50％以上（対親 会社の所有者に帰属する当期利益）としております。 これらを踏,https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,eps,EPS候補,2,EPS,2027 / 3 / 2円 / 1株 / 50円 / 25円 / 1 / 27％ / 35％ / 2,対親 会社の所有者に帰属する当期利益）としております。 これらを踏まえ、次期（2027年3月期）の株主配当につきましては、当期より年間で2円増額となる、1株当たり年 間50円（うち中間配当金25円）を予定しております。 （注）ノーマライズドEPSに基づく配当＝（事業利益×（1－味の素グループ標準税率27％））÷発行済株式総数×還 元係数35％ 2．会計基準の選択に関する基本的な考え方 当社グループは、グループ内外における財務情報の国際的な比較可能性の向上と株主・投資家の皆さまをはじ,https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,eps,EPS候補,3,1株当たり,"6 / 134,675 / 91.6 / 214,159 / 195.2 / 2025 / 3 / 1,530,556 / 6.3 / 159,302 / 7.9 / 108,330 / 23.7 / 80,773","6 134,675 91.6 214,159 195.2 2025年3月期 1,530,556 6.3 159,302 7.9 108,330 △23.7 80,773 △20.8 70,272 △19.3 72,537 △63.7 基本的1株当たり 当期利益 希薄化後 1株当たり当期利益 親会社所有者帰属持分 当期利益率 資産合計 事業利益率 売上高 事業利益率 円 銭 円 銭 ％ ％ ％ 2026年3月期 138.36 138.36 17.7 10.3 11.4 2025年3月期",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,eps,EPS候補,4,1株当たり,"14,159 / 195.2 / 2025 / 3 / 1,530,556 / 6.3 / 159,302 / 7.9 / 108,330 / 23.7 / 80,773 / 20.8 / 70,272 / 19.3","14,159 195.2 2025年3月期 1,530,556 6.3 159,302 7.9 108,330 △23.7 80,773 △20.8 70,272 △19.3 72,537 △63.7 基本的1株当たり 当期利益 希薄化後 1株当たり当期利益 親会社所有者帰属持分 当期利益率 資産合計 事業利益率 売上高 事業利益率 円 銭 円 銭 ％ ％ ％ 2026年3月期 138.36 138.36 17.7 10.3 11.4 2025年3月期 69.77 69.77 9.0",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,eps,EPS候補,5,1株当たり,"5 / 3 / 69.77 / 9.0 / 9.1 / 10.4 / 2026 / 8,113百万円 / 2025 / 6,314百万円 / 1株 / 1,812,346 / 844,275 / 770,819","5年3月期 69.77 69.77 9.0 9.1 10.4 （参考）持分法による損益 2026年3月期 8,113百万円 2025年3月期 6,314百万円 資産合計 資本合計 親会社の所有者に 帰属する持分 親会社所有者 帰属持分比率 1株当たり親会社 所有者帰属持分 百万円 百万円 百万円 ％ 円 銭 2026年3月期 1,812,346 844,275 770,819 42.5 804.24 2025年3月期 1,721,131 813,273 746,804 43.4 751",https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,eps,EPS候補,6,1株当たり,2 / 2025 / 4 / 1 / 1株 / 2株,」及び「一般管理費」を控除し、「持分法による損益」を加 えたものであり、「その他の営業収益」及び「その他の営業費用」を含まない段階利益です。 （注）2．当社は、2025年4月1日付で普通株式1株につき2株の株式分割を行っております。「基本的1株当たり当期利益」、「希薄化後1株当たり当 期利益」は、前連結会計年度の期首に当該株式分割が行われたものと仮定して算定しております。 （2）連結財政状態 （注）当社は、2025年4月1日付で普通株式1株につき2株の株式分割を行っております。「1株当,https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
2026/05/19 15:45,2802.T,味の素,eps,EPS候補,7,1株当たり,2 / 2025 / 4 / 1 / 1株 / 2株,持分法による損益」を加 えたものであり、「その他の営業収益」及び「その他の営業費用」を含まない段階利益です。 （注）2．当社は、2025年4月1日付で普通株式1株につき2株の株式分割を行っております。「基本的1株当たり当期利益」、「希薄化後1株当たり当 期利益」は、前連結会計年度の期首に当該株式分割が行われたものと仮定して算定しております。 （2）連結財政状態 （注）当社は、2025年4月1日付で普通株式1株につき2株の株式分割を行っております。「1株当たり親会社所有者帰属持分」は、前,https://news.ajinomoto.co.jp/2026/05/2026_05_07_03.pdf,数値候補あり・要確認
