checked_at,severity,rule_id,file,line,issue,matched_text,required_action,status
2026/05/25,high,EVENT_POINT_LANGUAGE,187_tenbagger_score_rules.csv,8,イベントやテーマを点数加算に見せる表現,"財務生存力,10,自己資本比率、営業CF、現金、借入負担を見る。増資依存や債務過多は減点。,決算短信、有報、IR資料",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,190_tenbagger_warning_rules.csv,2,イベントやテーマを点数加算に見せる表現,"赤字拡大,売上は伸びても営業損失が拡大していないか,原則減点。黒字化計画の根拠がなければ候補から外す",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,190_tenbagger_warning_rules.csv,6,イベントやテーマを点数加算に見せる表現,"PER過熱,PERが高く、利益成長率や黒字化計画で説明できない状態,PER単独では除外しないが、成長率で説明できなければ減点",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,192_tenbagger_screening_prototype.csv,2,イベントやテーマを点数加算に見せる表現,"1,2026/05/21 13:12,8766.T,東京海上HD,保険・運用収益,10/11,66,テンバガー本命ではなく参考,16,7,15,13,0.5,15.07兆円,8.5,5,1,0,14.63,2.79,20.58,60日騰落率+25.6% / 200日線上 / 出来高倍率1.09倍 / 52週位置93%で高値圏,PER 14.63倍 / PBR 2.79倍 / ROE 20.58%,最新3期CAGR 売上 9.3%、経常利益 26.5%,4期以上の長期CAGR ",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,192_tenbagger_screening_prototype.csv,3,イベントやテーマを点数加算に見せる表現,"2,2026/05/21 13:12,8316.T,三井住友FG,銀行・金利上昇,10/11,64.5,テンバガー本命ではなく参考,16,7,12,13,0.5,23.31兆円,10,5,1,0,13.21,1.42,10.38,60日騰落率+2.7% / 200日線上 / 出来高倍率1.21倍 / 52週位置85.3%,PER 13.21倍 / PBR 1.42倍 / ROE 10.38%,最新3期CAGR 売上 7.4%、経常利益 25.3%,4期以上の長期CAGR / ",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,192_tenbagger_screening_prototype.csv,5,イベントやテーマを点数加算に見せる表現,"4,2026/05/21 13:12,6503.T,三菱電機,電力制御・FA・データセンター周辺,9/11,51.5,テンバガー本命ではなく参考,12,12,9,7,0.5,12.79兆円,10,0,1,0,24.76,2.62,9.67,60日騰落率+5% / 200日線上 / 出来高倍率1.1倍 / 52週位置75.8%,PER 24.76倍 / PBR 2.62倍 / ROE 9.67%,最新3期CAGR 売上 5.9%、営業利益 14.8%,4期以上の長期CAGR /",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,192_tenbagger_screening_prototype.csv,6,イベントやテーマを点数加算に見せる表現,"5,2026/05/21 13:12,9433.T,KDDI,通信・防災/復旧,8/11,42,テンバガー本命ではなく参考,9,5,12,6,0.5,11.58兆円,6.5,0,3,0,,2.08,13.99,60日騰落率+4.3% / 200日線上 / 出来高倍率0.72倍 / 52週位置91.7%で高値圏,PER未取得 / PBR 2.08倍 / ROE 13.99%,最新3期CAGR 売上 3.2%、営業利益 9.8%,4期以上の長期CAGR / 発行株式数増減 / 長",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,193_tenbagger_screening_component_detail.csv,1,イベントやテーマを点数加算に見せる表現,"銘柄,成長20,時流15,質15,PER/PBR/ROE15,上値余地10,株価10,財務10,材料5,減点,根拠",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,2,イベントやテーマを点数加算に見せる表現,"1,2026/05/21 13:29,6,8766.T,東京海上HD,保険,金利上昇・保険運用,74,観察候補,20,22,18,4,10,0,15.05兆円,15050388,17.61,2.7,18.68,3.15,5.1,9.3,経常利益,-7.6,26.5,2026-05-21,7776,20,37.7,23.6,1.07,-13,取得,取得,取得,成長20/25 / 質/割安22/25 / 株価18/20 / 規模4/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,3,イベントやテーマを点数加算に見せる表現,"2,2026/05/21 13:29,24,6920.T,レーザーテック,半導体装置,EUV検査,70,観察候補,25,12,17,6,10,0,3.62兆円,3623426,47.95,15.28,46.88,0.86,17.8,28.3,営業利益,51,40.4,2026-05-21,38410,23.2,171.4,34.1,0.65,-22.1,取得,取得,取得,成長25/25 / 質/割安12/25 / 株価17/20 / 規模6/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,4,イベントやテーマを点数加算に見せる表現,"3,2026/05/21 13:29,4,8316.T,三井住友FG,銀行,金利上昇・大手銀行,69,観察候補,20,20,15,4,10,0,23.19兆円,23194639,13.61,1.47,10.38,2.97,6.1,7.4,経常利益,34,25.3,2026-05-21,6061,3.1,69.9,25.1,0.94,-18.3,取得,取得,取得,成長20/25 / 質/割安20/25 / 株価15/20 / 規模4/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,5,イベントやテーマを点数加算に見せる表現,"4,2026/05/21 13:29,20,7012.T,川崎重工業,重工/防衛,防衛・水素,69,観察候補,23,17,11,8,10,0,2.39兆円,2386169,21.6,2.71,13.68,1.41,8.5,11.8,経常利益,35.4,113.3,2026-05-21,2827.5,-16.6,54.5,11.6,0.56,-23.6,取得,取得,取得,成長23/25 / 質/割安17/25 / 株価11/20 / 規模8/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,7,イベントやテーマを点数加算に見せる表現,"6,2026/05/21 13:29,38,5801.T,古河電工,電線/光通信,光ファイバー・電力線,68,観察候補,23,12,17,6,10,0,3.54兆円,3538999,42.96,8.45,19.12,0.44,8.8,11.2,営業利益,35.6,139.1,2026-05-21,49980,128.1,792,170.2,0.66,-15.2,取得,取得,取得,成長23/25 / 質/割安12/25 / 株価17/20 / 規模6/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,8,イベントやテーマを点数加算に見せる表現,"7,2026/05/21 13:29,5,8411.T,みずほFG,銀行,金利上昇・大手銀行,66,観察候補,17,19,16,4,10,0,17.95兆円,17952372,13.79,1.58,11.48,2.04,0.6,1.9,経常利益,34.7,31.2,2026-05-21,7347,4.5,88.9,27.1,1.1,-18.9,取得,取得,取得,成長17/25 / 質/割安19/25 / 株価16/20 / 規模4/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,9,イベントやテーマを点数加算に見せる表現,"8,2026/05/21 13:29,28,7735.T,SCREEN HD,半導体装置,洗浄装置,66,観察候補,17,17,14,8,10,0,2.07兆円,2068792,18.64,4.21,20.28,1.61,-3.1,9.5,営業利益,-9.7,14.1,2026-05-21,10870,3.2,106.9,34.6,0.67,-24.5,取得,取得,取得,成長17/25 / 質/割安17/25 / 株価14/20 / 規模8/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,10,イベントやテーマを点数加算に見せる表現,"9,2026/05/21 13:29,30,6762.T,TDK,電子部品,電池・電子部品,66,観察候補,20,13,17,6,10,0,6.15兆円,6152317,26.7,2.75,9.81,1.26,13.6,9.1,営業利益,21.5,25.5,2026-05-21,3173,30.4,105.9,41.1,0.58,-20,取得,取得,取得,成長20/25 / 質/割安13/25 / 株価17/20 / 規模6/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,11,イベントやテーマを点数加算に見せる表現,"10,2026/05/21 13:29,11,9984.T,ソフトバンクG,投資/AI,AI・投資会社,65,観察候補,20,14,18,4,9,0,34.49兆円,34493851,,1.98,34.28,0.18,7.7,7.4,経常利益,259.9,930.2,2026-05-21,6039,39.6,220.1,35.2,0.85,-21.6,取得,取得,取得,成長20/25 / 質/割安14/25 / 株価18/20 / 規模4/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,12,イベントやテーマを点数加算に見せる表現,"11,2026/05/21 13:29,3,8306.T,三菱UFJ FG,銀行,金利上昇・大手銀行,64,比較対象,23,13,15,4,9,0,36.61兆円,36611888,,1.56,11.34,3.11,7.3,10.9,経常利益,27.7,26.6,2026-05-21,3088,4.6,56.8,21.2,0.88,-14.8,取得,取得,取得,成長23/25 / 質/割安13/25 / 株価15/20 / 規模4/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,17,イベントやテーマを点数加算に見せる表現,"16,2026/05/21 13:29,22,8035.T,東京エレクトロン,半導体装置,半導体サイクル,60,比較対象,22,10,16,4,8,0,22.74兆円,22737030,,10.8,29.56,,0.5,15.5,営業利益,-10.4,17,2026-05-21,48550,11.9,108.9,40.1,0.57,-19.5,取得,取得,取得,成長22/25 / 質/割安10/25 / 株価16/20 / 規模4/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,19,イベントやテーマを点数加算に見せる表現,"18,2026/05/21 13:29,25,6146.T,ディスコ,半導体装置,切断・研削装置,60,比較対象,25,10,11,6,8,0,7.23兆円,7228976,,12.32,25.15,,11.1,19.2,営業利益,10.9,23.4,2026-05-21,66500,-7.4,97.7,18.5,0.69,-23.5,取得,取得,取得,成長25/25 / 質/割安10/25 / 株価11/20 / 規模6/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,21,イベントやテーマを点数加算に見せる表現,"20,2026/05/21 13:29,18,6503.T,三菱電機,総合電機,電力制御・FA,58,比較対象,17,13,14,4,10,0,12.8兆円,12797549,26.09,2.76,9.67,0.99,6.8,5.9,営業利益,10.5,14.8,2026-05-21,6057,7.7,108.2,29,0.58,-16.8,取得,取得,取得,成長17/25 / 質/割安13/25 / 株価14/20 / 規模4/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,22,イベントやテーマを点数加算に見せる表現,"21,2026/05/21 13:29,29,6981.T,村田製作所,電子部品,MLCC・スマホ/車載,58,比較対象,17,9,18,4,10,0,13.16兆円,13158001,41.64,4.49,8.83,1.04,5,5.7,営業利益,0.8,14.4,2026-05-21,6727,86.3,223.7,98.8,0.83,-19.3,取得,取得,取得,成長17/25 / 質/割安9/25 / 株価18/20 / 規模4/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,27,イベントやテーマを点数加算に見せる表現,"26,2026/05/21 13:29,17,6501.T,日立製作所,総合電機,電力・DX・インフラ,53,今回は見送り,17,12,11,4,9,0,22.97兆円,22968081,26.81,3.47,12.93,,8.2,4.3,営業利益,24.6,20.5,2026-05-21,5066,3.1,32.8,6.7,0.59,-14.6,取得,取得,取得,成長17/25 / 質/割安12/25 / 株価11/20 / 規模4/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,32,イベントやテーマを点数加算に見せる表現,"31,2026/05/21 13:29,19,7011.T,三菱重工,重工/防衛,防衛・電力・宇宙,50,今回は見送り,17,13,6,4,10,0,13.22兆円,13224699,34.66,4.26,12.22,0.74,-1.1,3.3,経常利益,26.7,22.7,2026-05-21,3921,-20.8,30.7,-8.1,0.7,-24.5,取得,取得,取得,成長17/25 / 質/割安13/25 / 株価6/20 / 規模4/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,55,イベントやテーマを点数加算に見せる表現,"54,2026/05/21 13:29,71,2802.T,味の素,食品,食品・ヘルスケア,19,データ不足,0,0,16,0,3,0,,,,,,,,,,,,2026-05-21,5189,11.8,57.1,25.4,0.51,-15.9,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,成長0/25 / 質/割安0/25 / 株価16/20 / 規模0/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,67,イベントやテーマを点数加算に見せる表現,"66,2026/05/21 13:29,76,4911.T,資生堂,化粧品,中国・免税,12,データ不足,0,0,9,0,3,0,,,,,,,,,,,,2026-05-21,2783.5,-10.1,22.2,2.8,0.74,-20.6,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,成長0/25 / 質/割安0/25 / 株価9/20 / 規模0/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,68,イベントやテーマを点数加算に見せる表現,"67,2026/05/21 13:29,69,4543.T,テルモ,医療機器,医療機器,11,データ不足,0,0,8,0,3,0,,,,,,,,,,,,2026-05-21,2332.5,18.4,-13.5,0.6,0.6,-13.6,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,成長0/25 / 質/割安0/25 / 株価8/20 / 規模0/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,76,イベントやテーマを点数加算に見せる表現,"75,2026/05/21 13:29,68,4523.T,エーザイ,医薬品,認知症薬,6,データ不足,0,0,3,0,3,0,,,,,,,,,,,,2026-05-21,4257,-16.5,7.2,-9.8,0.68,-19,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,成長0/25 / 質/割安0/25 / 株価3/20 / 規模0/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,80,イベントやテーマを点数加算に見せる表現,"79,2026/05/21 13:29,83,4755.T,楽天グループ,ネット/通信,EC・金融・通信,5,データ不足,0,0,2,0,3,0,,,,,,,,,,,,2026-05-21,756.1,-9.9,-7.9,-14.9,1.47,-14.7,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,成長0/25 / 質/割安0/25 / 株価2/20 / 規模0/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,199_universe100_screening.csv,86,イベントやテーマを点数加算に見せる表現,"85,2026/05/21 13:29,80,4661.T,オリエンタルランド,レジャー,テーマパーク,3,データ不足,0,0,0,0,3,0,,,,,,,,,,,,2026-05-21,2168,-21.7,-32.3,-27.8,0.52,-24.7,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,成長0/25 / 質/割安0/25 / 株価0/20 / 規模0/10 / 主要減点なし",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,200_universe100_top10_test_candidates.csv,2,イベントやテーマを点数加算に見せる表現,"1,2026/05/21 13:29,8766.T,東京海上HD,保険,金利上昇・保険運用,74,9.3,26.5,17.61,2.7,18.68,15.05兆円,20,37.7,主要減点なし,一次選抜。購入候補ではなく、6月テスト前の詳細確認対象。,公式IR、決算短信、セグメント別売上、発行株式数増減、イベント反応を確認",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,200_universe100_top10_test_candidates.csv,3,イベントやテーマを点数加算に見せる表現,"2,2026/05/21 13:29,6920.T,レーザーテック,半導体装置,EUV検査,70,28.3,40.4,47.95,15.28,46.88,3.62兆円,23.2,171.4,主要減点なし,一次選抜。購入候補ではなく、6月テスト前の詳細確認対象。,公式IR、決算短信、セグメント別売上、発行株式数増減、イベント反応を確認",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,200_universe100_top10_test_candidates.csv,4,イベントやテーマを点数加算に見せる表現,"3,2026/05/21 13:29,8316.T,三井住友FG,銀行,金利上昇・大手銀行,69,7.4,25.3,13.61,1.47,10.38,23.19兆円,3.1,69.9,主要減点なし,一次選抜。購入候補ではなく、6月テスト前の詳細確認対象。,公式IR、決算短信、セグメント別売上、発行株式数増減、イベント反応を確認",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,200_universe100_top10_test_candidates.csv,5,イベントやテーマを点数加算に見せる表現,"4,2026/05/21 13:29,7012.T,川崎重工業,重工/防衛,防衛・水素,69,11.8,113.3,21.6,2.71,13.68,2.39兆円,-16.6,54.5,主要減点なし,一次選抜。購入候補ではなく、6月テスト前の詳細確認対象。,公式IR、決算短信、セグメント別売上、発行株式数増減、イベント反応を確認",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,200_universe100_top10_test_candidates.csv,7,イベントやテーマを点数加算に見せる表現,"6,2026/05/21 13:29,5801.T,古河電工,電線/光通信,光ファイバー・電力線,68,11.2,139.1,42.96,8.45,19.12,3.54兆円,128.1,792,主要減点なし,一次選抜。購入候補ではなく、6月テスト前の詳細確認対象。,公式IR、決算短信、セグメント別売上、発行株式数増減、イベント反応を確認",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,200_universe100_top10_test_candidates.csv,8,イベントやテーマを点数加算に見せる表現,"7,2026/05/21 13:29,8411.T,みずほFG,銀行,金利上昇・大手銀行,66,1.9,31.2,13.79,1.58,11.48,17.95兆円,4.5,88.9,主要減点なし,一次選抜。購入候補ではなく、6月テスト前の詳細確認対象。,公式IR、決算短信、セグメント別売上、発行株式数増減、イベント反応を確認",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,200_universe100_top10_test_candidates.csv,9,イベントやテーマを点数加算に見せる表現,"8,2026/05/21 13:29,7735.T,SCREEN HD,半導体装置,洗浄装置,66,9.5,14.1,18.64,4.21,20.28,2.07兆円,3.2,106.9,主要減点なし,一次選抜。購入候補ではなく、6月テスト前の詳細確認対象。,公式IR、決算短信、セグメント別売上、発行株式数増減、イベント反応を確認",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
2026/05/25,high,EVENT_POINT_LANGUAGE,200_universe100_top10_test_candidates.csv,10,イベントやテーマを点数加算に見せる表現,"9,2026/05/21 13:29,6762.T,TDK,電子部品,電池・電子部品,66,9.1,25.5,26.7,2.75,9.81,6.15兆円,30.4,105.9,主要減点なし,一次選抜。購入候補ではなく、6月テスト前の詳細確認対象。,公式IR、決算短信、セグメント別売上、発行株式数増減、イベント反応を確認",検証トリガー、シナリオ、反映前確認に表現を変更する,要修正/要確認
